ticker,name,exchange,category name,country
KY2E.F,The 13 Holdings Limited,FRA,,France
XPO.PA,XPO Logistics Europe SA,PAR,,France
UX2A.F,"XPO Logistics, Inc.",FRA,,France
4XB.F,XBiotech Inc.,FRA,,France
XHN1.F,HK TELE.NETW.(B.LOT),FRA,,France
0XHR.F,"Xenia Hotels & Resorts, Inc.",FRA,,France
XTL.F,Anoto Group AB (publ),FRA,,France
XT3B.F,PT Vale Indonesia Tbk,FRA,,France
02X.F,Xanadu Mines Limited,FRA,,France
XS3A.F,Tanfield Group plc,FRA,,France
XMY.F,mybet Holding SE,FRA,,France
XCI.F,China Unicom (Hong Kong) Limited,FRA,,France
X6S.F,Stonegate Agricom Ltd.,FRA,,France
TXRN.F,"Xerium Technologies, Inc.",FRA,,France
XCC.F,CSE Global Limited,FRA,,France
XQJ.F,"China Pharma Holdings, Inc.",FRA,,France
SXV.F,"Xinhua Winshare Publishing and Media Co., Ltd.",FRA,,France
XIX.F,"Xilinx, Inc.",FRA,Semiconductor - Broad Line,France
XKI.F,KBL Mining Limited,FRA,,France
XDH.F,Xingda International Holdings Limited,FRA,,France
XYUA.F,Hengdeli Holdings Limited,FRA,,France
XA4.F,CarMax Inc.,FRA,,France
MXD.F,Min Xin Holdings Limited,FRA,,France
XX4.F,Richland Resources Limited,FRA,,France
XSQ.F,SQI Diagnostics Inc.,FRA,,France
APGN.F,Applegreen Plc,FRA,,France
XSZ.F,Shimizu Corporation,FRA,,France
4XN.F,Xunlei Limited,FRA,,France
XPH.F,Amphenol Corporation,FRA,,France
NRN.F,Xcel Energy Inc.,FRA,,France
XC01.F,Camino Minerals Corporation,FRA,,France
XL9A.F,China Zenith Chemical Group Limited,FRA,,France
XER.F,Xerox Corporation,FRA,,France
GND.PA,XPO Logistics Europe SA,PAR,,France
XSI.F,Sanyo Chemical Industries Ltd.,FRA,,France
XEN.F,Intex Resources ASA,FRA,,France
X7C1.F,"Armco Metals Holdings, Inc",FRA,,France
XIC.F,AB Klaipedos nafta,FRA,,France
XC1.F,"Cable ONE, Inc.",FRA,,France
XE7A.F,"TrovaGene, Inc.",FRA,,France
X9CN.F,Metalla Royalty & Streaming Ltd.,FRA,,France
0XE.F,Xero Limited,FRA,,France
XPG.F,Schibsted ASA,FRA,,France
XAB.F,"Netlist, Inc.",FRA,,France
YQJ1.F,TransAmerican Energy Inc.,FRA,,France
RNY.F,Yamana Gold Inc.,FRA,Gold,France
C7Y.F,China Yurun Food Group Limited,FRA,,France
4PX.F,Yuri Gagarin plc,FRA,,France
2SO.F,Sophos Group plc,FRA,,France
0YYA.F,YY Inc.,FRA,,France
RY4C.F,Ryanair Holdings plc,FRA,,France
YT2A.F,"Atresmedia Corporación de Medios de Comunicación, S.A.",FRA,,France
YSM.F,SKY-MOBI LTD SP. ADR 1,FRA,,France
YDL.F,SDL plc,FRA,,France
HX6.F,"New York & Company, Inc.",FRA,,France
YP9.F,Yuzhou Properties Company Limited,FRA,,France
YST.F,TPG Telecom Limited,FRA,,France
19YA.F,Yirendai Ltd.,FRA,,France
NY4B.F,"NRG Yield, Inc.",FRA,,France
YB1.F,Youbisheng Green Paper AG,FRA,,France
YP1B.F,Prima Biomed Ltd.,FRA,,France
MLDYH.PA,DESIGN YOUR HOME Holding AB,PAR,,France
NKZB.F,"New York Mortgage Trust, Inc.",FRA,,France
YSQ.F,"SciQuest, Inc.",FRA,,France
YSON.F,"Sonae, SGPS, S.A.",FRA,,France
YUI.F,Yugang International Limited,FRA,,France
YBB.F,Carnavale Resources Limited,FRA,,France
5FG.F,Ferroglobe PLC,FRA,,France
1CY.F,China Yongda Automobiles Services Holdings Limited,FRA,,France
YM1.F,Panoramic Resources Limited,FRA,,France
YDO.F,"Madrigal Pharmaceuticals, Inc.",FRA,,France
YIT.F,YIT Oyj,FRA,,France
YOU.F,YOU.F,FRA,,France
TGR.F,"Yum! Brands, Inc.",FRA,,France
YA1.F,Yancoal Australia Ltd,FRA,,France
CYD.F,China Yuchai International Limited,FRA,,France
YZCA.F,Yanzhou Coal Mining Company Limited,FRA,,France
YFX1.F,"Global Brokerage, Inc.",FRA,,France
8CYN.F,"China Yida Holding, Co.",FRA,,France
B9Y.F,Big Yellow Group plc,FRA,,France
LRH1.F,Lonmin plc,FRA,,France
YIN.F,SINA Corporation,FRA,,France
GZ3.F,Yuexiu Transport Infrastructure Limited,FRA,,France
YG12.F,Yingli Green Energy Holding Company Limited,FRA,,France
YP1.F,Prima Biomed Ltd.,FRA,,France
YC8.F,"Chico's FAS, Inc.",FRA,,France
HYEA.F,"Hyster-Yale Materials Handling, Inc.",FRA,,France
YX3.F,YOOX Net-A-Porter Group S.p.A.,FRA,,France
YCZ.F,YCZ.F,FRA,,France
YM0.F,Ymagis Société Anonyme,FRA,,France
YAAA.F,"Canadian Tire Corporation, Limited",FRA,,France
YPF.F,YPF Sociedad Anonima,FRA,,France
YTR.F,Aurelia Metals Limited,FRA,,France
YM9A.F,Maanshan Iron & Steel Company Limited,FRA,,France
IU2.F,Yara International ASA,FRA,Chemicals - Major Diversified,France
YME.F,"Yamada Denki Co., Ltd.",FRA,,France
YSN.F,secunet Security Networks Aktiengesellschaft,FRA,Technical & System Software,France
YM2C.F,Code Agriculture (Holdings) Limited,FRA,,France
038.F,NovoCure Limited,FRA,,France
A60.F,Allergan plc,FRA,,France
YC4.F,Chemical Financial Corporation,FRA,,France
YHA.F,Yamaha Corporation,FRA,,France
CBFN.F,"Seven Stars Cloud Group, Inc.",FRA,,France
RTV.F,Your Family Entertainment AG,FRA,,France
YZC.F,Yanzhou Coal Mining Company Limited,FRA,,France
OWX.F,Ypsomed Holding AG,FRA,,France
YS0.F,YuanShengTai Dairy Farm Limited,FRA,,France
YCK.F,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited,FRA,,France
YMP3.F,Symphony Holdings Limited,FRA,,France
0YC.F,Yuanda China Holdings Limited,FRA,,France
YGL.F,Golden Valley Mines Ltd.,FRA,,France
LIA.F,LivaNova PLC,FRA,,France
YV4.F,RCR Tomlinson Limited,FRA,,France
69BN.F,Strongbridge Biopharma plc,FRA,,France
GUZ.F,Yuexiu Property Company Limited,FRA,,France
YGO.F,Pioneer Energy Services Corp.,FRA,,France
YGW.F,"Yodogawa Steel Works, Ltd.",FRA,,France
JE3.F,Yashili International Holdings Ltd,FRA,,France
Y9L.F,Yelp Inc.,FRA,,France
CJEA.F,China Wah Yan Healthcare Limited,FRA,,France
YSVN.F,"Revolution Lighting Technologies, Inc.",FRA,,France
YC2.F,Yida China Holdings Limited,FRA,,France
YMI.F,Yellow Pages Limited,FRA,,France
YAG.F,"Atossa Genetics, Inc.",FRA,,France
YEL1.F,YRC Worldwide Inc.,FRA,,France
YUM.F,SHK Hong Kong Industries Limited,FRA,,France
5YG.F,Yingde Gases Group Company Limited,FRA,,France
O3B.F,YOMA STRAT.HLDG.-LOC-SD 1,FRA,,France
UAN.F,Yorbeau Resources Inc.,FRA,,France
YAB2.F,Alta Vista Ventures Ltd.,FRA,,France
OY3.F,Ocean Yield AS,FRA,,France
KOH1.F,China Yuanbang Property Holdings Limited,FRA,,France
D3N.F,Yuexiu Real Estate Investment Trust,FRA,,France
CMUA.F,Crédit Mutuel Arkéa,FRA,,France
GPAB.F,Graña y Montero S.A.A.,FRA,,France
Y06.F,SAETA YIELD S.A. EO 1,FRA,,France
YCU.F,"YuMe, Inc.",FRA,,France
YEC.F,YASKAWA Electric Corporation,FRA,,France
M6O.F,"Bolsas y Mercados Españoles, Sociedad Holding de Mercados y Sistemas Financieros, S.A.",FRA,,France
D1LN.F,"DIR.LINE.INS.LS-,10909090",FRA,,France
G9Y.F,GS Yuasa Corporation,FRA,,France
B8O.F,Yangzijiang Shipbuilding (Holdings) Ltd.,FRA,,France
YCP.F,ConocoPhillips,FRA,Independent Oil & Gas,France
YSG.F,Silver Grant International Industries Limited,FRA,,France
YRB.F,"The Yokohama Rubber Co., Ltd.",FRA,,France
FSH.F,Fu Shou Yuan International Group Limited,FRA,,France
YTT.F,"Yamato Holdings Co., Ltd.",FRA,,France
YGK.F,Range Energy Resources Inc.,FRA,,France
M6FE.F,Watchstone Group Plc,FRA,,France
702B.F,Yangarra Resources Ltd.,FRA,,France
YOC.F,YOC AG,FRA,Marketing Services,France
YZA.F,ARYZTA AG,FRA,,France
PP51.F,Primary Health Properties plc,FRA,,France
YAK.F,Nexus Minerals Limited,FRA,,France
YGB.F,"Employers Holdings, Inc.",FRA,,France
YMK.F,Azbil Corporation,FRA,,France
NY41.F,"NRG Yield, Inc.",FRA,,France
YI2A.F,"JA Solar Holdings Co., Ltd.",FRA,,France
YHO.F,Altaba Inc.,FRA,,France
I2X1.F,Intermediate Capital Group plc,FRA,,France
YB4N.F,"Mast Therapeutics, Inc.",FRA,,France
YDAB.F,Yue Da Mining Holdings Limited,FRA,,France
YT8.F,"Inner Mongolia Yitai Coal Co.,Ltd.",FRA,,France
YP2.F,BioLine Rx Ltd,FRA,,France
1JS.F,Shield Therapeutics plc,FRA,,France
0YL.F,Yellowhead Mining Inc.,FRA,,France
YUE1.F,Yue Yuen Industrial (Holdings) Limited,FRA,,France
YB3.F,"Shin Nippon Biomedical Laboratories, Ltd.",FRA,,France
YC5.F,Frontier Communications Corporation,FRA,,France
YBOB.F,"TENAX THERAPEUTICS DL-,01",FRA,,France
AY3.F,Atlantica Yield plc,FRA,,France
YTS.F,YTS.F,FRA,,France
YBA.F,"BancorpSouth, Inc.",FRA,,France
286.F,SafeCharge International Group Limited,FRA,,France
YOK.F,YOK.F,FRA,,France
JMI.F,Deep Yellow Limited,FRA,,France
SRS.F,Canadian Zinc Corporation,FRA,,France
ZSK.F,SunOpta Inc.,FRA,,France
ZSB.F,Sirona Biochem Corp.,FRA,,France
ZCT1.F,Zimtu Capital Corp.,FRA,,France
SAOA.F,Sasol Limited,FRA,,France
MLZAM.PA,ZCCM Investments Holdings Plc,PAR,Copper,France
HY7.F,Shoprite Holdings Limited,FRA,,France
HAM1.F,Harmony Gold Mining Company Limited,FRA,,France
FZM.F,ZTE Corporation,FRA,Communication Equipment,France
EB9.F,African Rainbow Minerals Limited,FRA,,France
DUB1.F,DRDGOLD Limited,FRA,,France
AOD1.F,AngloGold Ashanti Limited,FRA,,France
AFX.F,Carl Zeiss Meditec AG,FRA,Medical Laboratories & Research,France
8ZZ.F,Zazu Metals Corporation,FRA,,France
TLFN.F,"DASAN Zhone Solutions, Inc.",FRA,,France
MLDUR.NX,DRDGOLD Limited,ENX,,France
22Z.F,Zealand Pharma A/S,FRA,,France
ZFIN.F,Zurich Insurance Group AG,FRA,Property & Casualty Insurance,France
NDH1.F,Metall Zug AG,FRA,,France
ZWS.F,"Telia Lietuva, AB",FRA,,France
ZONN.F,Repros Therapeutics Inc.,FRA,,France
LA6A.F,Sanlam Limited,FRA,,France
ZEG.F,AstraZeneca PLC,FRA,,France
ZS2.F,TimkenSteel Corporation,FRA,,France
ZVA.F,Cellectis S.A.,FRA,,France
ZAL.F,Zalando SE,FRA,"Specialty Retail, Other",France
FJZ.F,Zijin Mining Group Company Limited,FRA,,France
ZNH.F,China Southern Airlines Company Limited,FRA,,France
27MA.F,Melrose Industries PLC,FRA,,France
0CZ.F,China Zhongwang Holdings Limited,FRA,,France
5ZO1.F,5ZO1.F,FRA,,France
ZGC.F,Zhengzhou Coal Mining Machinery Group Company Limited,FRA,,France
ISC1.F,ArcelorMittal South Africa Ltd,FRA,,France
STAGR.PA,Stallergenes Greer Plc,PAR,,France
ZM3.F,Zumiez Inc.,FRA,,France
ZJS1.F,"JinkoSolar Holding Co., Ltd.",FRA,Diversified Utilities,France
ZCC.F,"Carmike Cinemas, Inc.",FRA,,France
ZFI1.F,Zurich Insurance Group AG,FRA,Property & Casualty Insurance,France
Z081.F,"Zogenix, Inc.",FRA,,France
LXU.F,Tongaat Hulett Limited,FRA,,France
ZYT.F,Nevada Copper Corp.,FRA,,France
ZMF.F,China Marine Food Group Limited,FRA,,France
LDZA.F,Aspen Pharmacare Holdings Limited,FRA,,France
ZA0.F,China Zhengtong Auto Services Holdings Limited,FRA,,France
0ZE.F,New Zealand Energy Corp.,FRA,,France
TZL1.F,Telkom SA SOC Limited,FRA,,France
UG5A.F,Tiger Brands Limited,FRA,,France
3QO.F,"Zion Oil & Gas, Inc.",FRA,,France
ZEH2.F,"ZEHNDER GRP NAM. SF-,05",FRA,,France
ZGG.F,ZGG.F,FRA,,France
UZA.F,UZA.F,FRA,,France
ZA7.F,"Zafgen, Inc.",FRA,,France
BOW.F,Boryszew S.A.,FRA,,France
G6N.F,Group Five Limited,FRA,,France
ZM7.F,EEStor Corporation,FRA,,France
NQL1.F,The Bidvest Group Limited,FRA,,France
ZCL1.F,Zenith Energy Ltd.,FRA,,France
ZVF.F,Indofood Agri Resources Ltd.,FRA,,France
ZVR.F,Solar A/S,FRA,,France
WEK.F,"ZIOPHARM Oncology, Inc.",FRA,,France
ZP8.F,ZHAOPIN LTD A ADR 1,FRA,,France
SKC2.F,Standard Bank Group Limited,FRA,,France
ZCG.F,"BJ's Restaurants, Inc.",FRA,,France
ZOF.F,"SBI Holdings, Inc.",FRA,,France
LDYA.F,Murray & Roberts Holdings Limited,FRA,,France
A7Z.F,AECI Ltd,FRA,,France
ZDO.F,"ZARDOYA OTIS INH. EO 0,10",FRA,,France
5ZQ.F,"ZELTIQ Aesthetics, Inc.",FRA,,France
ZYW.F,China Properties Group Limited,FRA,,France
ZIM.F,"Zimmer Biomet Holdings, Inc.",FRA,,France
ZUW.F,Deep Sea Supply Plc,FRA,,France
IZ8A.F,African Oxygen Limited,FRA,,France
ZCB.F,Zenith Minerals Limited,FRA,,France
UG8K.F,Aveng Limited,FRA,,France
G4Z.F,TV Azteca SAB de CV,FRA,,France
ZYA.F,State Street Corporation,FRA,,France
6ZY.F,"Zynerba Pharmaceuticals, Inc.",FRA,,France
B2K.F,Bell Equipment Limited,FRA,,France
BRL1.F,Barloworld Limited,FRA,,France
JMT2.F,Johnson Matthey Plc,FRA,,France
ZZMS.F,Commerzbank AG,FRA,,France
ZAV.F,Zadar Ventures Ltd.,FRA,,France
ZCHA.F,China Telecom Corporation Limited,FRA,,France
NNW.F,Naspers Limited,FRA,,France
NCO.F,Nedbank Group Limited,FRA,,France
ZCNV.PA,Zodiac Aerospace,PAR,,France
ZEF.F,Zhongde Waste Technology Ag,FRA,Waste Management,France
Z1L.F,Lerøy Seafood Group Asa,FRA,,France
1ZY.F,"Zayo Group Holdings, Inc.",FRA,,France
NXH.F,AFRICAN PHOENIX INVESTMENTS LIM,FRA,,France
ZIJB.F,Smartac Group China Holdings Limited,FRA,,France
ZB1.F,Zions Bancorporation,FRA,,France
ZEON.F,Canadian Zeolite Corp.,FRA,,France
59A.F,Atlassian Corporation Plc,FRA,,France
REU1.F,Reunert Limited,FRA,,France
AFA.F,ARRIS International plc,FRA,,France
MLDUR.PA,DRDGOLD Limited,PAR,Gold,France
ZZF.F,"US AUTO PTS NETW. DL-,001",FRA,,France
RE7.F,Remgro Limited,FRA,,France
UWP.F,JSC Zaporizhstal,FRA,,France
ZA2.F,ZAGG Inc,FRA,,France
ZDC.F,Zodiac Aerospace,FRA,,France
0ZG2.F,"Zillow Group, Inc.",FRA,,France
T9Z.F,Zumtobel Group AG,FRA,Electronics Wholesale,France
GJF.F,Zhong Fa Zhan Holdings Limited,FRA,,France
CXC1.F,"ZOLTAV RESOURCES DL-,20",FRA,,France
ZCP.F,ZCP.F,FRA,,France
IPHB.F,Impala Platinum Holdings Limited,FRA,,France
FSRA.F,FirstRand Limited,FRA,,France
8CZ.F,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",FRA,,France
0ZG.F,"Zillow Group, Inc.",FRA,,France
CV.PA,ZCI Limited,PAR,,France
HZS.F,Hitachi Zosen Corporation,FRA,,France
0SG.F,Sibanye Gold Limited,FRA,,France
ZMX.F,WidePoint Corporation,FRA,,France
14Z.F,14Z.F,FRA,,France
HIGA.F,EVRAZ HIGHVE.ST.+VANA.RC1,FRA,,France
OZV2.F,PPC Ltd,FRA,,France
ZZ8.F,China Huiyuan Juice Group Limited,FRA,,France
1KG.F,Kainos Group plc,FRA,,France
B7P.F,Raubex Group Limited,FRA,,France
5Z0.F,Zhongsheng Group Holdings Limited,FRA,,France
ZMG1.F,LINCOLN MINING,FRA,,France
D3I.F,Distribution and Warehousing Network Limited,FRA,,France
ZNHH.F,China Southern Airlines Company Limited,FRA,,France
ZKW.F,The KEYW Holding Corporation,FRA,,France
ZVX.F,Sports Direct International plc,FRA,,France
Z85.F,Austevoll Seafood ASA,FRA,,France
ZM5N.F,CMC Metals Ltd.,FRA,,France
61Z1.F,Züblin Immobilien Holding AG,FRA,,France
ZTX.F,"Zhuzhou CRRC Times Electric Co., Ltd.",FRA,,France
ZHJ.F,"Zhejiang Expressway Co., Ltd.",FRA,,France
R8B.F,RMB Holdings Limited,FRA,,France
WQ9.F,Wilson Bayly Holmes-Ovcon Limited,FRA,,France
ZIL2.F,ElringKlinger AG,FRA,Auto Parts,France
SPI.F,Sappi Limited,FRA,,France
ZB31.F,"EnSync, Inc.",FRA,,France
ZGV1.F,"Gevo, Inc.",FRA,,France
OHZ.F,Omnia Holdings Limited,FRA,,France
0ZP.F,Zosano Pharma Corporation,FRA,,France
CMY.F,Zix Corporation,FRA,,France
BTKC.F,MONDI LTD,FRA,,France
ZMR1.F,Red Tiger Mining Inc.,FRA,,France
TIM.F,ZEAL Network SE,FRA,,France
6ZA.F,Zanaga Iron Ore Company Limited,FRA,,France
ZVAA.F,Cellectis S.A.,FRA,,France
OVZ3.F,ZH International Holdings Limited,FRA,,France
RZT.F,Merafe Resources Limited,FRA,,France
ZAS.F,"Assurant, Inc.",FRA,,France
ZZE.F,"Mellanox Technologies, Ltd.",FRA,,France
Z3E.F,Z Energy Limited,FRA,,France
7BF.F,Royal Bafokeng Platinum Limited,FRA,,France
ZOE.F,Zoetis Inc.,FRA,,France
IUC1.F,Imperial Holdings Limited,FRA,,France
LKG.F,Liberty Holdings Limited,FRA,,France
AU6.F,Barclays Africa Group Limited,FRA,,France
Z3S.F,Scorpio Gold Corporation,FRA,,France
EDGA.F,Gold Fields Limited,FRA,,France
ZMA.F,ZPG Plc,FRA,,France
PIK.F,Pick n Pay Stores Limited,FRA,,France
ZCH.F,China Telecom Corporation Limited,FRA,,France
ZZA.F,"Cinemark Holdings, Inc.",FRA,,France
5VD.F,Vodacom Group Limited,FRA,,France
ET82.F,Aeterna Zentaris Inc.,FRA,,France
ZO1.F,zooplus AG,FRA,Food - Major Diversified,France
ZZG.F,"INFO.SVCS GRP.INC.DL-,001",FRA,,France
4H6.F,Hulamin Limited,FRA,,France
8MZ.F,MASSIMO ZANETTI BEV.G.SPA,FRA,,France
LL6.F,MTN Group Limited,FRA,,France
M9R.F,Canada Zinc Metals Corp.,FRA,,France
ZVL.F,Zhaojin Mining Industry Company Limited,FRA,,France
ZWC1.F,Zwack Unicum Nyrt.,FRA,,France
L53.F,Life Healthcare Group Holdings Limited,FRA,,France
6GX.F,Nevada Zinc Corporation,FRA,,France
ZAR.F,Renk Aktiengesellschaft,FRA,Diversified Machinery,France
ZS3.F,"FINECOBANK BCA FIN.EO-,33",FRA,,France
NZE.F,ZEON Corporation,FRA,,France
0ZD.F,"ZENDESK INC. DL-,01",FRA,,France
31E.F,Zonte Metals Inc.,FRA,,France
ZT1A.F,Zebra Technologies Corporation,FRA,,France
RPHA.F,Anglo American Platinum Limited,FRA,,France
PUZ.F,Pongs & Zahn AG,FRA,,France
A36.F,"AAC Holdings, Inc.",FRA,,France
AAY.F,"Annaly Capital Management, Inc.",FRA,,France
AAZ.F,Anadarko Petroleum Corporation,FRA,,France
ARL.F,Aareal Bank AG,FRA,Money Center Banks,France
AAGN.F,AAGN.F,FRA,,France
6AA.F,AAK AB (publ.),FRA,,France
AAA.F,A.A.A. Aktiengesellschaft Allgemeine Anlageverwaltung,FRA,,France
AAD.F,Amadeus FiRe AG,FRA,Staffing & Outsourcing Services,France
AAQ.F,AAP Implantate AG,FRA,Medical Appliances & Equipment,France
AAJ.F,"ISORAY INC. DL-,001",FRA,,France
AAP.F,Moko Social Media Limited,FRA,,France
AAU.F,AIFUL Corporation,FRA,,France
AAN.F,AAG Energy Holdings Limited,FRA,,France
ARZ.F,AAR Corp.,FRA,,France
AAH.F,Ahlers AG,FRA,,France
2XA.F,AA plc,FRA,,France
AZDA.F,"Aaron's, Inc.",FRA,,France
AA4.F,Falck Renewables S.p.A.,FRA,,France
AAM.F,Man Wah Holdings Limited,FRA,,France
AAS.F,AAS.F,FRA,,France
AAFA.F,"WaferGen Bio-systems, Inc.",FRA,,France
AA9.F,Alfa Laval AB (publ),FRA,,France
AA7B.F,Hongli Clean Energy Technologies Corp.,FRA,,France
AAX1.F,Acma Ltd.,FRA,,France
AAH3.F,Ahlers AG,FRA,,France
AAO.F,"AAON, Inc.",FRA,,France
AACA.F,Aalberts Industries N.V.,FRA,,France
A2XN.F,AAC Technologies Holdings Inc.,FRA,,France
AYO2.F,"Abengoa, S.A.",FRA,,France
AML.F,Abcourt Mines Inc.,FRA,,France
ABJ.F,ABB Ltd,FRA,Diversified Machinery,France
ABG.F,AmerisourceBergen Corporation,FRA,,France
ABCA.PA,ABC Arbitrage SA,PAR,Asset Management,France
ABBV.PA,AbbVie Inc.,PAR,Drug Manufacturers - Major,France
AB.PA,AB Science S.A.,PAR,Drug Manufacturers - Major,France
4AB.F,AbbVie Inc.,FRA,,France
ABEA.F,Alphabet Inc.,FRA,,France
AB4.F,ABM Industries Incorporated,FRA,,France
ABL.F,Abbott Laboratories,FRA,Medical Appliances & Equipment,France
ABR.F,Barrick Gold Corporation,FRA,Gold,France
AB7.F,Dominion Diamond Corporation,FRA,,France
AFT.F,Abercrombie & Fitch Co.,FRA,,France
ABP.F,Panera Bread Company,FRA,,France
AYO2.DE,Abengoa SA,FRA,,France
ABJA.F,ABB Ltd,FRA,Diversified Machinery,France
DGV1.F,Abacus Mining & Exploration Corporation,FRA,,France
324.F,Aberdeen Asset Management PLC,FRA,,France
A8H.F,Aberdeen International Inc.,FRA,,France
ABA.F,ALBA SE,FRA,,France
1AJ1.F,ABE Resources Inc.,FRA,,France
RSB.F,Abwicklungsgesellschaft Rösch AG Medizintechnik,FRA,,France
MLABC.PA,ABC Orthodontics SA,PAR,,France
ABBV.NX,AbbVie Inc.,ENX,,France
ABS2.F,PORR AG,FRA,,France
A8C1.F,Abcam Plc,FRA,,France
AB3A.F,"Sarepta Therapeutics, Inc.",FRA,,France
E2L2.F,Aben Resources Ltd.,FRA,,France
NJM.F,Canex Metals Inc.,FRA,,France
ABEA.DE,Alphabet Inc.,FRA,,France
4AY.F,Ablynx NV,FRA,,France
AB5.F,Associated Banc-Corp,FRA,,France
AB2.F,ABN AMRO Group N.V.,FRA,,France
AIO.F,"ABIOMED, Inc.",FRA,,France
ABW.F,"Asahi Group Holdings, Ltd.",FRA,,France
115.F,Abattis Bioceuticals Corp.,FRA,,France
A8D.F,AB Science S.A.,FRA,,France
AYO.F,"Abengoa, S.A.",FRA,,France
ABU.F,"Alexander & Baldwin, Inc.",FRA,,France
PCJP.F,Abeona Therapeutics Inc.,FRA,,France
ALZC.F,ASSA ABLOY AB (publ),FRA,,France
AUC.F,"Abertis Infraestructuras, S.A.",FRA,,France
ABVX.PA,ABIVAX Société Anonyme,PAR,,France
AYOE.F,AYOE.F,FRA,,France
AB1.F,Air Berlin PLC,FRA,Major Airlines,France
MLACP.PA,Acep France,PAR,Medical Instruments & Supplies,France
CSA.F,Accenture plc,FRA,,France
CIB.PA,Cibox Inter@ctive,PAR,Computer Based Systems,France
B3K.F,Ackermans & Van Haaren NV,FRA,,France
AIY.F,"Activision Blizzard, Inc.",FRA,,France
ACR.DE,Accor SA,FRA,Lodging,France
ACAN.PA,Acanthe Developpement,PAR,REIT - Office,France
3TP.F,Acerus Pharmaceuticals Corporation,FRA,,France
ACWN.F,A.S. Création Tapeten AG,FRA,Home Furnishings & Fixtures,France
E7S.F,Accentro Real Estate AG,FRA,Real Estate Development,France
7AY.F,"Actinium Pharmaceuticals, Inc.",FRA,,France
PW9.F,Actuant Corporation,FRA,,France
LA7.F,Lite Access Technologies Inc.,FRA,,France
ADA.F,"Achillion Pharmaceuticals, Inc.",FRA,,France
2H3.F,"Hispania Activos Inmobiliarios SOCIMI, S.A.",FRA,,France
3CKN.F,Ackroo Inc.,FRA,,France
AZW.F,AZW.F,FRA,,France
R5X.F,"AcelRx Pharmaceuticals, Inc.",FRA,,France
3AC.F,Actinogen Medical Limited,FRA,,France
ACE1.F,"Acerinox, S.A.",FRA,,France
A3B.F,ACCO Brands Corporation,FRA,,France
ACBB.F,Alpha Bank A.E.,FRA,,France
711.F,Acana Capital Corp.,FRA,,France
HD4B.F,"ACURA PHARMACEUT. DL-,01",FRA,,France
1A8.F,ACCELERATE DIAGNOSTICS,FRA,,France
ALACI.PA,Acces Industrie,PAR,,France
A6Q.F,Accuride Corp.,FRA,,France
DS1.F,DS1.F,FRA,,France
CDG.F,"Acorda Therapeutics, Inc.",FRA,,France
TSA.F,"ACI Worldwide, Inc.",FRA,,France
ALACR.PA,ALACR.PA,PAR,,France
AC3A.F,"P10 Industries, Inc.",FRA,,France
MLACT.PA,Activium Group SAS,PAR,,France
ACP.F,Anchor Capital Investments Limited,FRA,,France
ACR1.F,Accor SA,FRA,,France
ACX.F,Bet-At-Home.com AG,FRA,Gaming Activities,France
MLLEO.PA,Léon Grosse Actualités,PAR,General Contractors,France
NXI.F,Activa Resources AG,FRA,,France
A1PA.F,Acasti Pharma Inc.,FRA,,France
BTPC.F,Active Biotech AB,FRA,,France
C1B1.F,Companhia Brasileira de Distribuição,FRA,,France
FXW.F,First Acceptance Corporation,FRA,,France
AQ8.F,"Acuity Brands, Inc.",FRA,,France
FEMA.F,"Acorn International, Inc.",FRA,,France
IER1.F,Actua Corporation,FRA,,France
OCI1.F,"ACS, Actividades de Construcción y Servicios, S.A.",FRA,General Contractors,France
A8S.F,"Actions Semiconductor Co., Ltd.",FRA,,France
AC4.F,Monitise plc,FRA,,France
241.F,CENTEN.RES.D.1SHSA+1/3WTS,FRA,,France
ACNV.PA,Accor S.A.,PAR,,France
6VAA.F,Advanced Accelerator Applications S.A.,FRA,,France
7RA.F,"Acadia Healthcare Company, Inc.",FRA,,France
ACR.F,Accor SA,FRA,Lodging,France
FRTB.F,Acando AB (publ.),FRA,,France
AO1B.F,Accell Group N.V.,FRA,,France
AK5.F,"Acom Co., Ltd.",FRA,,France
CBS.F,Activistic Limited,FRA,,France
AC1.F,Astronics Corporation,FRA,,France
AC5G.F,Acer Incorporated,FRA,,France
DR6.F,ACADIA Pharmaceuticals Inc.,FRA,,France
AZJ.F,Aceto Corporation,FRA,,France
ACC1.F,Arch Coal Inc.,FRA,,France
ACOF.F,Atlas Copco AB,FRA,,France
ACT.F,Actelion Ltd,FRA,Biotechnology,France
AC8.F,Aristocrat Leisure Limited,FRA,,France
A6E.F,A6E.F,FRA,,France
WOA.F,World Acceptance Corporation,FRA,,France
C5K.F,China All Access (Holdings) Limited,FRA,,France
4AH1.F,PT Ace Hardware Indonesia Tbk,FRA,,France
1A1.F,"Achaogen, Inc.",FRA,,France
ACOG.F,Atlas Copco AB,FRA,,France
ACD.F,Adecoagro S.A.,FRA,,France
ACV.F,ACE AVIATION HLDGS,FRA,,France
ADX.F,Acanthe Developpement,FRA,,France
33A.F,Acacia Mining plc,FRA,,France
0A3.F,Acceleron Pharma Inc.,FRA,,France
34IA.F,Affinity Metals Corp.,FRA,,France
AJ3.F,"Acciona, S.A.",FRA,General Contractors,France
