ticker,name
INRSAR=X,INR/SAR
INRSEK=X,INR/SEK
INRSGD=X,INR/SGD
INRTHB=X,INR/THB
INRTND=X,INR/TND
INRTRY=X,INR/TRY
INRTWD=X,INR/TWD
INRTZS=X,INR/TZS
INRUGX=X,INR/UGX
INRUSD=X,INR/USD
INRXDR=X,INR/XDR
INRZAR=X,INR/ZAR
IQD=X,USD/IQD
IRR=X,USD/IRR
ISK=X,USD/ISK
ISKAED=X,ISK/AED
ISKAUD=X,ISK/AUD
ISKCAD=X,ISK/CAD
ISKCHF=X,ISK/CHF
ISKCNY=X,ISK/CNY
ISKCZK=X,ISK/CZK
ISKDKK=X,ISK/DKK
ISKEGP=X,ISK/EGP
ISKEUR=X,ISK/EUR
ISKGBP=X,ISK/GBP
ISKHKD=X,ISK/HKD
ISKHUF=X,ISK/HUF
ISKIDR=X,ISK/IDR
ISKILS=X,ISK/ILS
ISKINR=X,ISK/INR
ISKJOD=X,ISK/JOD
ISKJPY=X,ISK/JPY
ISKKES=X,ISK/KES
ISKKRW=X,ISK/KRW
ISKLKR=X,ISK/LKR
ISKLTL=X,ISK/LTL
ISKMAD=X,ISK/MAD
ISKMUR=X,ISK/MUR
ISKMXN=X,ISK/MXN
ISKNOK=X,ISK/NOK
ISKNZD=X,ISK/NZD
ISKPHP=X,ISK/PHP
ISKPLN=X,ISK/PLN
ISKQAR=X,ISK/QAR
ISKRUB=X,ISK/RUB
ISKSAR=X,ISK/SAR
ISKSEK=X,ISK/SEK
ISKSGD=X,ISK/SGD
ISKTHB=X,ISK/THB
ISKTND=X,ISK/TND
ISKTRY=X,ISK/TRY
ISKTWD=X,ISK/TWD
ISKUSD=X,ISK/USD
ISKXDR=X,ISK/XDR
ISKZAR=X,ISK/ZAR
JMD=X,USD/JMD
JMDCAD=X,JMD/CAD
JMDCHF=X,JMD/CHF
JMDDKK=X,JMD/DKK
JMDEUR=X,JMD/EUR
JMDGBP=X,JMD/GBP
JMDUSD=X,JMD/USD
JOD=X,USD/JOD
JODAED=X,JOD/AED
JODAMD=X,JOD/AMD
JODAUD=X,JOD/AUD
JODCAD=X,JOD/CAD
JODCHF=X,JOD/CHF
JODCNY=X,JOD/CNY
JODCZK=X,JOD/CZK
JODDKK=X,JOD/DKK
JODEGP=X,JOD/EGP
JODEUR=X,JOD/EUR
JODGBP=X,JOD/GBP
JODHKD=X,JOD/HKD
JODHUF=X,JOD/HUF
JODIDR=X,JOD/IDR
JODILS=X,JOD/ILS
JODINR=X,JOD/INR
JODJPY=X,JOD/JPY
JODKES=X,JOD/KES
JODKRW=X,JOD/KRW
JODKWD=X,JOD/KWD
JODLKR=X,JOD/LKR
JODLTL=X,JOD/LTL
JODLVL=X,JOD/LVL
JODMAD=X,JOD/MAD
JODMUR=X,JOD/MUR
JODMXN=X,JOD/MXN
JODNOK=X,JOD/NOK
JODNZD=X,JOD/NZD
JODOMR=X,JOD/OMR
JODPHP=X,JOD/PHP
JODPLN=X,JOD/PLN
JODQAR=X,JOD/QAR
JODRUB=X,JOD/RUB
JODSAR=X,JOD/SAR
JODSEK=X,JOD/SEK
JODSGD=X,JOD/SGD
JODTHB=X,JOD/THB
JODTND=X,JOD/TND
JODTRY=X,JOD/TRY
JODTWD=X,JOD/TWD
JODUSD=X,JOD/USD
JODZAR=X,JOD/ZAR
JPY=X,USD/JPY
JPYAED=X,JPY/AED
JPYAFN=X,JPY/AFN
JPYALL=X,JPY/ALL
JPYAMD=X,JPY/AMD
JPYANG=X,JPY/ANG
JPYAOA=X,JPY/AOA
JPYARS=X,JPY/ARS
JPYAUD=X,JPY/AUD
JPYAWG=X,JPY/AWG
JPYAZN=X,JPY/AZN
JPYBAM=X,JPY/BAM
JPYBBD=X,JPY/BBD
JPYBDT=X,JPY/BDT
JPYBGN=X,JPY/BGN
JPYBIF=X,JPY/BIF
JPYBMD=X,JPY/BMD
JPYBND=X,JPY/BND
JPYBOB=X,JPY/BOB
JPYBRL=X,JPY/BRL
JPYBSD=X,JPY/BSD
JPYBTN=X,JPY/BTN
JPYBWP=X,JPY/BWP
JPYBYR=X,JPY/BYR
JPYBZD=X,JPY/BZD
JPYCAD=X,JPY/CAD
JPYCDF=X,JPY/CDF
JPYCHF=X,JPY/CHF
JPYCLP=X,JPY/CLP
JPYCNH=X,JPY/CNH
JPYCNY=X,JPY/CNY
JPYCOP=X,JPY/COP
JPYCRC=X,JPY/CRC
JPYCUP=X,JPY/CUP
JPYCVE=X,JPY/CVE
JPYCZK=X,JPY/CZK
JPYDJF=X,JPY/DJF
JPYDKK=X,JPY/DKK
JPYDOP=X,JPY/DOP
JPYDZD=X,JPY/DZD
JPYEGP=X,JPY/EGP
JPYERN=X,JPY/ERN
JPYETB=X,JPY/ETB
JPYEUR=X,JPY/EUR
JPYFJD=X,JPY/FJD
JPYFKP=X,JPY/FKP
JPYGBP=X,JPY/GBP
JPYGEL=X,JPY/GEL
JPYGHS=X,JPY/GHS
JPYGIP=X,JPY/GIP
JPYGMD=X,JPY/GMD
JPYGNF=X,JPY/GNF
JPYGTQ=X,JPY/GTQ
JPYGYD=X,JPY/GYD
JPYHKD=X,JPY/HKD
JPYHNL=X,JPY/HNL
JPYHRK=X,JPY/HRK
JPYHTG=X,JPY/HTG
JPYHUF=X,JPY/HUF
JPYIDR=X,JPY/IDR
JPYILS=X,JPY/ILS
JPYINR=X,JPY/INR
JPYIQD=X,JPY/IQD
JPYIRR=X,JPY/IRR
JPYISK=X,JPY/ISK
JPYITL=X,JPY/ITL
JPYJMD=X,JPY/JMD
JPYJOD=X,JPY/JOD
JPYKES=X,JPY/KES
JPYKGS=X,JPY/KGS
JPYKHR=X,JPY/KHR
JPYKMF=X,JPY/KMF
JPYKPW=X,JPY/KPW
JPYKRW=X,JPY/KRW
JPYKYD=X,JPY/KYD
JPYKZT=X,JPY/KZT
JPYLAK=X,JPY/LAK
JPYLBP=X,JPY/LBP
JPYLKR=X,JPY/LKR
JPYLRD=X,JPY/LRD
JPYLSL=X,JPY/LSL
JPYLTL=X,JPY/LTL
JPYLVL=X,JPY/LVL
JPYLYD=X,JPY/LYD
JPYMAD=X,JPY/MAD
JPYMDL=X,JPY/MDL
JPYMGA=X,JPY/MGA
JPYMKD=X,JPY/MKD
JPYMMK=X,JPY/MMK
JPYMNT=X,JPY/MNT
JPYMOP=X,JPY/MOP
JPYMRO=X,JPY/MRO
JPYMUR=X,JPY/MUR
JPYMVR=X,JPY/MVR
JPYMWK=X,JPY/MWK
JPYMXN=X,JPY/MXN
JPYMYR=X,JPY/MYR
JPYMZN=X,JPY/MZN
JPYNAD=X,JPY/NAD
JPYNGN=X,JPY/NGN
JPYNIO=X,JPY/NIO
JPYNOK=X,JPY/NOK
JPYNPR=X,JPY/NPR
JPYNZD=X,JPY/NZD
JPYPAB=X,JPY/PAB
JPYPEN=X,JPY/PEN
JPYPGK=X,JPY/PGK
JPYPHP=X,JPY/PHP
JPYPKR=X,JPY/PKR
JPYPLN=X,JPY/PLN
JPYPYG=X,JPY/PYG
JPYQAR=X,JPY/QAR
JPYRON=X,JPY/RON
JPYRSD=X,JPY/RSD
JPYRUB=X,JPY/RUB
JPYRWF=X,JPY/RWF
JPYSAR=X,JPY/SAR
JPYSBD=X,JPY/SBD
JPYSCR=X,JPY/SCR
JPYSDG=X,JPY/SDG
JPYSEK=X,JPY/SEK
JPYSGD=X,JPY/SGD
JPYSHP=X,JPY/SHP
JPYSLL=X,JPY/SLL
JPYSOS=X,JPY/SOS
JPYSRD=X,JPY/SRD
JPYSTD=X,JPY/STD
JPYSVC=X,JPY/SVC
JPYSYP=X,JPY/SYP
JPYSZL=X,JPY/SZL
JPYTHB=X,JPY/THB
JPYTJS=X,JPY/TJS
JPYTMT=X,JPY/TMT
JPYTND=X,JPY/TND
JPYTOP=X,JPY/TOP
JPYTRY=X,JPY/TRY
JPYTTD=X,JPY/TTD
JPYTWD=X,JPY/TWD
JPYTZS=X,JPY/TZS
JPYUAH=X,JPY/UAH
JPYUGX=X,JPY/UGX
JPYUSD=X,JPY/USD
JPYUYU=X,JPY/UYU
JPYUZS=X,JPY/UZS
JPYVEF=X,JPY/VEF
JPYVND=X,JPY/VND
JPYVUV=X,JPY/VUV
JPYWST=X,JPY/WST
JPYXAF=X,JPY/XAF
JPYXCD=X,JPY/XCD
JPYXDR=X,JPY/XDR
JPYXOF=X,JPY/XOF
JPYXPF=X,JPY/XPF
JPYYER=X,JPY/YER
JPYZAR=X,JPY/ZAR
JPYZMW=X,JPY/ZMW
JPYZWL=X,JPY/ZWL
KES=X,USD/KES
KESAED=X,KES/AED
KESAUD=X,KES/AUD
KESCAD=X,KES/CAD
KESCHF=X,KES/CHF
KESCNY=X,KES/CNY
KESCZK=X,KES/CZK
KESDKK=X,KES/DKK
KESEGP=X,KES/EGP
KESEUR=X,KES/EUR
KESGBP=X,KES/GBP
KESHKD=X,KES/HKD
KESHUF=X,KES/HUF
KESIDR=X,KES/IDR
KESILS=X,KES/ILS
KESINR=X,KES/INR
KESISK=X,KES/ISK
KESJOD=X,KES/JOD
KESJPY=X,KES/JPY
KESKRW=X,KES/KRW
KESLKR=X,KES/LKR
KESLTL=X,KES/LTL
KESLVL=X,KES/LVL
KESMAD=X,KES/MAD
KESMUR=X,KES/MUR
KESMXN=X,KES/MXN
KESNOK=X,KES/NOK
KESNZD=X,KES/NZD
KESPHP=X,KES/PHP
KESPLN=X,KES/PLN
KESQAR=X,KES/QAR
KESRUB=X,KES/RUB
KESSAR=X,KES/SAR
KESSEK=X,KES/SEK
KESSGD=X,KES/SGD
KESTHB=X,KES/THB
KESTND=X,KES/TND
KESTRY=X,KES/TRY
KESTWD=X,KES/TWD
KESUSD=X,KES/USD
KESZAR=X,KES/ZAR
KGS=X,USD/KGS
KGSCHF=X,KGS/CHF
KGSEUR=X,KGS/EUR
KGSGBP=X,KGS/GBP
KGSUSD=X,KGS/USD
KHR=X,USD/KHR
KMF=X,USD/KMF
KPW=X,USD/KPW
KRW=X,USD/KRW
KRWBWP=X,KRW/BWP
KRWCNY=X,KRW/CNY
KRWCRC=X,KRW/CRC
KRWCZK=X,KRW/CZK
KRWDKK=X,KRW/DKK
KRWEGP=X,KRW/EGP
KRWGHS=X,KRW/GHS
KRWHKD=X,KRW/HKD
KRWHUF=X,KRW/HUF
KRWIDR=X,KRW/IDR
KRWINR=X,KRW/INR
KRWISK=X,KRW/ISK
KRWJPY=X,KRW/JPY
KRWKES=X,KRW/KES
KRWLKR=X,KRW/LKR
KRWMAD=X,KRW/MAD
KRWMUR=X,KRW/MUR
KRWMXN=X,KRW/MXN
KRWNOK=X,KRW/NOK
KRWPHP=X,KRW/PHP
KRWPKR=X,KRW/PKR
KRWRUB=X,KRW/RUB
KRWSEK=X,KRW/SEK
KRWTHB=X,KRW/THB
KRWTWD=X,KRW/TWD
KRWUGX=X,KRW/UGX
KRWZAR=X,KRW/ZAR
KWD=X,USD/KWD
KWDAED=X,Kuwaiti Dinar (b) vs UAE Dirham
KWDAUD=X,KWD/AUD
KWDBHD=X,KWD/BHD
KWDCAD=X,KWD/CAD
KWDCHF=X,KWD/CHF
KWDCNY=X,KWD/CNY
KWDCZK=X,KWD/CZK
KWDDKK=X,KWD/DKK
KWDEGP=X,KWD/EGP
KWDEUR=X,KWD/EUR
KWDGBP=X,KWD/GBP
KWDHKD=X,KWD/HKD
KWDHUF=X,KWD/HUF
KWDIDR=X,KWD/IDR
KWDILS=X,KWD/ILS
KWDINR=X,KWD/INR
KWDISK=X,KWD/ISK
KWDJOD=X,KWD/JOD
KWDJPY=X,KWD/JPY
KWDKES=X,KWD/KES
KWDLKR=X,KWD/LKR
KWDLTL=X,KWD/LTL
KWDLVL=X,KWD/LVL
KWDMAD=X,KWD/MAD
KWDMUR=X,KWD/MUR
KWDMXN=X,KWD/MXN
KWDNOK=X,KWD/NOK
KWDNZD=X,KWD/NZD
KWDOMR=X,KWD/OMR
KWDPHP=X,KWD/PHP
KWDPKR=X,KWD/PKR
KWDPLN=X,KWD/PLN
KWDQAR=X,KWD/QAR
KWDRSD=X,KWD/RSD
KWDRUB=X,KWD/RUB
KWDSAR=X,KWD/SAR
KWDSEK=X,KWD/SEK
KWDSGD=X,KWD/SGD
KWDTHB=X,KWD/THB
KWDTND=X,KWD/TND
KWDTRY=X,KWD/TRY
KWDTWD=X,KWD/TWD
KWDUSD=X,KWD/USD
KWDXDR=X,KWD/XDR
KWDZAR=X,KWD/ZAR
KYD=X,USD/KYD
KYDCHF=X,KYD/CHF
KYDEUR=X,KYD/EUR
KYDGBP=X,KYD/GBP
KYDUSD=X,KYD/USD
KZT=X,USD/KZT
KZTDKK=X,KZT/DKK
KZTLTL=X,KZT/LTL
LAK=X,USD/LAK
LBP=X,USD/LBP
LKR=X,USD/LKR
LKRAED=X,LKR/AED
LKRAUD=X,LKR/AUD
LKRCAD=X,LKR/CAD
LKRCHF=X,LKR/CHF
LKRCNY=X,LKR/CNY
LKRCZK=X,LKR/CZK
LKRDKK=X,LKR/DKK
LKREGP=X,LKR/EGP
LKREUR=X,LKR/EUR
LKRGBP=X,LKR/GBP
LKRHKD=X,LKR/HKD
LKRHUF=X,LKR/HUF
LKRIDR=X,LKR/IDR
LKRILS=X,LKR/ILS
LKRINR=X,LKR/INR
LKRISK=X,LKR/ISK
LKRJOD=X,LKR/JOD
LKRJPY=X,LKR/JPY
LKRKES=X,LKR/KES
LKRKRW=X,LKR/KRW
LKRLTL=X,LKR/LTL
LKRMAD=X,LKR/MAD
LKRMUR=X,LKR/MUR
LKRMXN=X,LKR/MXN
LKRNOK=X,LKR/NOK
LKRNZD=X,LKR/NZD
LKRPHP=X,LKR/PHP
LKRPLN=X,LKR/PLN
LKRQAR=X,LKR/QAR
LKRRUB=X,LKR/RUB
LKRSAR=X,LKR/SAR
LKRSEK=X,LKR/SEK
LKRSGD=X,LKR/SGD
LKRTHB=X,LKR/THB
LKRTND=X,LKR/TND
LKRTRY=X,LKR/TRY
LKRTWD=X,LKR/TWD
LKRUSD=X,LKR/USD
LKRXDR=X,LKR/XDR
LKRZAR=X,LKR/ZAR
LRD=X,USD/LRD
LRDUSD=X,LRD/USD
LSL=X,USD/LSL
LSLCHF=X,LSL/CHF
LSLEUR=X,LSL/EUR
LSLGBP=X,LSL/GBP
LSLUSD=X,LSL/USD
LTL=X,USD/LTL
LTLAED=X,LTL/AED
LTLAUD=X,LTL/AUD
LTLBRL=X,LTL/BRL
LTLCAD=X,LTL/CAD
LTLCHF=X,LTL/CHF
LTLCNY=X,LTL/CNY
LTLCZK=X,LTL/CZK
LTLDKK=X,LTL/DKK
LTLEGP=X,LTL/EGP
LTLEUR=X,LTL/EUR
LTLGBP=X,LTL/GBP
LTLHKD=X,LTL/HKD
LTLHRK=X,LTL/HRK
LTLHUF=X,LTL/HUF
LTLIDR=X,LTL/IDR
LTLILS=X,LTL/ILS
LTLINR=X,LTL/INR
LTLISK=X,LTL/ISK
LTLJOD=X,LTL/JOD
LTLJPY=X,LTL/JPY
LTLKES=X,LTL/KES
LTLKRW=X,LTL/KRW
LTLKWD=X,LTL/KWD
LTLLKR=X,LTL/LKR
LTLLVL=X,LTL/LVL
LTLMAD=X,LTL/MAD
LTLMUR=X,LTL/MUR
LTLMXN=X,LTL/MXN
LTLNOK=X,LTL/NOK
LTLNZD=X,LTL/NZD
LTLOMR=X,LTL/OMR
LTLPHP=X,LTL/PHP
LTLPLN=X,LTL/PLN
LTLQAR=X,LTL/QAR
LTLRON=X,LTL/RON
LTLRSD=X,LTL/RSD
LTLRUB=X,LTL/RUB
LTLSAR=X,LTL/SAR
LTLSEK=X,LTL/SEK
LTLSGD=X,LTL/SGD
LTLTHB=X,LTL/THB
LTLTND=X,LTL/TND
LTLTRY=X,LTL/TRY
LTLTWD=X,LTL/TWD
LTLUSD=X,LTL/USD
LTLZAR=X,LTL/ZAR
LVLAED=X,LVL/AED
LVLAUD=X,LVL/AUD
LVLCAD=X,LVL/CAD
LVLCHF=X,LVL/CHF
LVLCNY=X,LVL/CNY
LVLCZK=X,LVL/CZK
LVLDKK=X,LVL/DKK
LVLEGP=X,LVL/EGP
LVLEUR=X,LVL/EUR
LVLGBP=X,LVL/GBP
LVLHKD=X,LVL/HKD
LVLHUF=X,LVL/HUF
LVLIDR=X,LVL/IDR
LVLILS=X,LVL/ILS
LVLINR=X,LVL/INR
LVLISK=X,LVL/ISK
LVLJOD=X,LVL/JOD
LVLJPY=X,LVL/JPY
LVLKES=X,LVL/KES
LVLKRW=X,LVL/KRW
LVLKWD=X,LVL/KWD
LVLLKR=X,LVL/LKR
LVLLTL=X,LVL/LTL
LVLMAD=X,LVL/MAD
LVLMUR=X,LVL/MUR
LVLMXN=X,LVL/MXN
LVLNOK=X,LVL/NOK
LVLNZD=X,LVL/NZD
LVLOMR=X,LVL/OMR
LVLPHP=X,LVL/PHP
LVLPLN=X,LVL/PLN
LVLQAR=X,LVL/QAR
LVLRUB=X,LVL/RUB
LVLSAR=X,LVL/SAR
LVLSEK=X,LVL/SEK
LVLSGD=X,LVL/SGD
LVLTHB=X,LVL/THB
LVLTND=X,LVL/TND
LVLTRY=X,LVL/TRY
LVLTWD=X,LVL/TWD
LVLUSD=X,LVL/USD
LVLZAR=X,LVL/ZAR
LYD=X,USD/LYD
LYDCHF=X,LYD/CHF
LYDMAD=X,LYD/MAD
LYDUSD=X,LYD/USD
LYDXDR=X,LYD/XDR
MAD=X,USD/MAD
MADAED=X,MAD/AED
MADAUD=X,MAD/AUD
MADCAD=X,MAD/CAD
MADCHF=X,MAD/CHF
MADCNY=X,MAD/CNY
MADCZK=X,MAD/CZK
MADDKK=X,MAD/DKK
MADEGP=X,MAD/EGP
MADEUR=X,MAD/EUR
MADGBP=X,MAD/GBP
MADHKD=X,MAD/HKD
MADHUF=X,MAD/HUF
MADIDR=X,MAD/IDR
MADILS=X,MAD/ILS
MADINR=X,MAD/INR
MADISK=X,MAD/ISK
MADJOD=X,MAD/JOD
MADJPY=X,MAD/JPY
MADKES=X,MAD/KES
MADKRW=X,MAD/KRW
MADKWD=X,MAD/KWD
MADLKR=X,MAD/LKR
MADLTL=X,MAD/LTL
MADLVL=X,MAD/LVL
MADMUR=X,MAD/MUR
MADMXN=X,MAD/MXN
MADNOK=X,MAD/NOK
MADNZD=X,MAD/NZD
MADOMR=X,MAD/OMR
MADPHP=X,MAD/PHP
MADPLN=X,MAD/PLN
MADQAR=X,MAD/QAR
MADRUB=X,MAD/RUB
MADSAR=X,MAD/SAR
MADSEK=X,MAD/SEK
MADSGD=X,MAD/SGD
MADTHB=X,MAD/THB
MADTND=X,MAD/TND
MADTRY=X,MAD/TRY
MADTWD=X,MAD/TWD
MADUSD=X,MAD/USD
MADZAR=X,MAD/ZAR
MDL=X,USD/MDL
MDLCHF=X,MDL/CHF
MDLEUR=X,MDL/EUR
MDLGBP=X,MDL/GBP
MDLUSD=X,MDL/USD
MGA=X,USD/MGA
MKD=X,USD/MKD
MKDDKK=X,MKD/DKK
MKDEUR=X,MKD/EUR
MKDGBP=X,MKD/GBP
MKDJPY=X,MKD/JPY
MKDUSD=X,MKD/USD
MMK=X,USD/MMK
MNT=X,USD/MNT
MOP=X,USD/MOP
MOPAUD=X,MOP/AUD
MOPCAD=X,MOP/CAD
MOPCHF=X,MOP/CHF
MOPEUR=X,MOP/EUR
MOPGBP=X,MOP/GBP
MOPHKD=X,MOP/HKD
MOPJPY=X,MOP/JPY
MOPSGD=X,MOP/SGD
MOPUSD=X,MOP/USD
MRO=X,USD/MRO
MROMAD=X,MRO/MAD
MUR=X,USD/MUR
MURAED=X,MUR/AED
MURAUD=X,MUR/AUD
MURCAD=X,MUR/CAD
MURCHF=X,MUR/CHF
MURCNY=X,MUR/CNY
MURCZK=X,MUR/CZK
MURDKK=X,MUR/DKK
MUREGP=X,MUR/EGP
MUREUR=X,MUR/EUR
MURGBP=X,MUR/GBP
MURHKD=X,MUR/HKD
MURHUF=X,MUR/HUF
MURIDR=X,MUR/IDR
MURILS=X,MUR/ILS
MURINR=X,MUR/INR
MURISK=X,MUR/ISK
MURJOD=X,MUR/JOD
MURJPY=X,MUR/JPY
MURKES=X,MUR/KES
MURKRW=X,MUR/KRW
MURKWD=X,MUR/KWD
MURLKR=X,MUR/LKR
MURLTL=X,MUR/LTL
MURLVL=X,MUR/LVL
MURMAD=X,MUR/MAD
MURMXN=X,MUR/MXN
MURNOK=X,MUR/NOK
MURNZD=X,MUR/NZD
MUROMR=X,MUR/OMR
MURPHP=X,MUR/PHP
MURPLN=X,MUR/PLN
MURQAR=X,MUR/QAR
MURRUB=X,MUR/RUB
MURSAR=X,MUR/SAR
MURSEK=X,MUR/SEK
MURSGD=X,MUR/SGD
MURTHB=X,MUR/THB
MURTND=X,MUR/TND
MURTRY=X,MUR/TRY
MURTWD=X,MUR/TWD
MURUSD=X,MUR/USD
MURXDR=X,MUR/XDR
MURZAR=X,MUR/ZAR
MVR=X,USD/MVR
MVRCHF=X,MVR/CHF
MVREUR=X,MVR/EUR
MVRGBP=X,MVR/GBP
MVRUSD=X,MVR/USD
MWK=X,USD/MWK
MXN=X,USD/MXN
MXNAED=X,MXN/AED
MXNARS=X,MXN/ARS
MXNAUD=X,MXN/AUD
MXNBOB=X,MXN/BOB
MXNBRL=X,MXN/BRL
MXNCAD=X,MXN/CAD
MXNCHF=X,MXN/CHF
MXNCLP=X,MXN/CLP
MXNCNY=X,MXN/CNY
MXNCOP=X,MXN/COP
MXNCZK=X,MXN/CZK
MXNDKK=X,MXN/DKK
MXNEGP=X,MXN/EGP
MXNEUR=X,MXN/EUR
MXNGBP=X,MXN/GBP
MXNHKD=X,MXN/HKD
MXNHUF=X,MXN/HUF
MXNIDR=X,MXN/IDR
MXNILS=X,MXN/ILS
MXNINR=X,MXN/INR
MXNISK=X,MXN/ISK
MXNJOD=X,MXN/JOD
MXNJPY=X,MXN/JPY
MXNKES=X,MXN/KES
MXNKRW=X,MXN/KRW
MXNKWD=X,MXN/KWD
MXNLKR=X,MXN/LKR
MXNLTL=X,MXN/LTL
MXNLVL=X,MXN/LVL
MXNMAD=X,MXN/MAD
MXNMUR=X,MXN/MUR
MXNMYR=X,MXN/MYR
MXNNOK=X,MXN/NOK
MXNNZD=X,MXN/NZD
MXNOMR=X,MXN/OMR
MXNPEN=X,MXN/PEN
MXNPHP=X,MXN/PHP
MXNPLN=X,MXN/PLN
MXNPYG=X,MXN/PYG
MXNQAR=X,MXN/QAR
MXNRUB=X,MXN/RUB
MXNSAR=X,MXN/SAR
MXNSEK=X,MXN/SEK
MXNSGD=X,MXN/SGD
MXNTHB=X,MXN/THB
MXNTND=X,MXN/TND
MXNTRY=X,MXN/TRY
MXNTWD=X,MXN/TWD
MXNUSD=X,MXN/USD
MXNUYU=X,MXN/UYU
MXNVEF=X,MXN/VEF
MXNXDR=X,MXN/XDR
MXNZAR=X,MXN/ZAR
MXV=X,USD/MXV
MXVMXN=X,MXV/MXN
MXVUSD=X,MXV/USD
MYR=X,USD/MYR
MYRAED=X,MYR/AED
MYRARS=X,MYR/ARS
MYRAUD=X,MYR/AUD
MYRBHD=X,MYR/BHD
MYRBMD=X,MYR/BMD
MYRBOB=X,MYR/BOB
MYRBRL=X,MYR/BRL
MYRCAD=X,MYR/CAD
MYRCHF=X,MYR/CHF
MYRCLP=X,MYR/CLP
MYRCNH=X,MYR/CNH
MYRCNY=X,MYR/CNY
MYRCOP=X,MYR/COP
MYRDKK=X,MYR/DKK
MYREGP=X,MYR/EGP
MYREUR=X,MYR/EUR
MYRGBP=X,MYR/GBP
MYRHKD=X,MYR/HKD
MYRIDR=X,MYR/IDR
MYRILS=X,MYR/ILS
MYRINR=X,MYR/INR
MYRJOD=X,MYR/JOD
MYRJPY=X,MYR/JPY
MYRKRW=X,MYR/KRW
MYRKWD=X,MYR/KWD
MYRLBP=X,MYR/LBP
MYRMAD=X,MYR/MAD
MYRMUR=X,MYR/MUR
MYRMXN=X,MYR/MXN
MYRNGN=X,MYR/NGN
MYRNOK=X,MYR/NOK
MYRNZD=X,MYR/NZD
MYROMR=X,MYR/OMR
MYRPEN=X,MYR/PEN
MYRPHP=X,MYR/PHP
MYRPKR=X,MYR/PKR
MYRRUB=X,MYR/RUB
MYRSAR=X,MYR/SAR
MYRSEK=X,MYR/SEK
MYRSGD=X,MYR/SGD
MYRTHB=X,MYR/THB
MYRTND=X,MYR/TND
MYRTRY=X,MYR/TRY
MYRTWD=X,MYR/TWD
MYRUSD=X,MYR/USD
MYRUYU=X,MYR/UYU
MYRVEF=X,MYR/VEF
MYRXDR=X,MYR/XDR
MYRZAR=X,MYR/ZAR
MYRZWL=X,MYR/ZWL
MZN=X,USD/MZN
MZNCAD=X,MZN/CAD
MZNCHF=X,MZN/CHF
MZNEUR=X,MZN/EUR
MZNGBP=X,MZN/GBP
MZNJPY=X,MZN/JPY
MZNUSD=X,MZN/USD
NAD=X,USD/NAD
NADCHF=X,NAD/CHF
NADDKK=X,NAD/DKK
NADEUR=X,NAD/EUR
NADGBP=X,NAD/GBP
NADUSD=X,NAD/USD
NADZAR=X,NAD/ZAR
NGN=X,USD/NGN
NGNCHF=X,NGN/CHF
NGNDKK=X,NGN/DKK
NGNTHB=X,NGN/THB
NGNUSD=X,NGN/USD
NGNZAR=X,NGN/ZAR
NIO=X,USD/NIO
NIOCHF=X,NIO/CHF
NIOEUR=X,NIO/EUR
NIOGBP=X,NIO/GBP
NIOUSD=X,NIO/USD
NOK=X,USD/NOK
NOKAED=X,NOK/AED
NOKAUD=X,NOK/AUD
NOKBAM=X,NOK/BAM
NOKBRL=X,NOK/BRL
NOKCAD=X,NOK/CAD
NOKCHF=X,NOK/CHF
NOKCLP=X,NOK/CLP
NOKCNH=X,NOK/CNH
NOKCNY=X,NOK/CNY
NOKCZK=X,NOK/CZK
NOKDKK=X,NOK/DKK
NOKEGP=X,NOK/EGP
NOKEUR=X,NOK/EUR
NOKGBP=X,NOK/GBP
NOKHKD=X,NOK/HKD
NOKHUF=X,NOK/HUF
NOKIDR=X,NOK/IDR
NOKILS=X,NOK/ILS
NOKINR=X,NOK/INR
NOKISK=X,NOK/ISK
NOKJOD=X,NOK/JOD
NOKJPY=X,NOK/JPY
NOKKES=X,NOK/KES
NOKKRW=X,NOK/KRW
NOKKWD=X,NOK/KWD
NOKLKR=X,NOK/LKR
NOKLTL=X,NOK/LTL
NOKLVL=X,NOK/LVL
NOKMAD=X,NOK/MAD
NOKMUR=X,NOK/MUR
NOKMXN=X,NOK/MXN
NOKMYR=X,NOK/MYR
NOKNZD=X,NOK/NZD
NOKOMR=X,NOK/OMR
NOKPHP=X,NOK/PHP
NOKPKR=X,NOK/PKR
NOKPLN=X,NOK/PLN
NOKQAR=X,NOK/QAR
NOKRON=X,NOK/RON
NOKRSD=X,NOK/RSD
NOKRUB=X,NOK/RUB
NOKSAR=X,NOK/SAR
NOKSEK=X,NOK/SEK
NOKSGD=X,NOK/SGD
NOKTHB=X,NOK/THB
NOKTND=X,NOK/TND
NOKTRY=X,NOK/TRY
NOKTWD=X,NOK/TWD
NOKUSD=X,NOK/USD
NOKXDR=X,NOK/XDR
NOKZAR=X,NOK/ZAR
NPR=X,USD/NPR
NPRCHF=X,NPR/CHF
NPREUR=X,NPR/EUR
NPRGBP=X,NPR/GBP
NPRUSD=X,NPR/USD
NPRXDR=X,NPR/XDR
NZD=X,USD/NZD
NZDAED=X,NZD/AED
NZDAUD=X,NZD/AUD
NZDBRL=X,NZD/BRL
NZDCAD=X,NZD/CAD
NZDCHF=X,NZD/CHF
NZDCLP=X,NZD/CLP
NZDCNH=X,NZD/CNH
NZDCNY=X,NZD/CNY
NZDCZK=X,NZD/CZK
