ticker,name
CZKLTL=X,CZK/LTL
CZKLVL=X,CZK/LVL
CZKMAD=X,CZK/MAD
CZKMUR=X,CZK/MUR
CZKMXN=X,CZK/MXN
CZKMYR=X,CZK/MYR
CZKNGN=X,CZK/NGN
CZKNOK=X,CZK/NOK
CZKNZD=X,CZK/NZD
CZKOMR=X,CZK/OMR
CZKPEN=X,CZK/PEN
CZKPGK=X,CZK/PGK
CZKPHP=X,CZK/PHP
CZKPKR=X,CZK/PKR
CZKPLN=X,CZK/PLN
CZKQAR=X,CZK/QAR
CZKRON=X,CZK/RON
CZKRSD=X,CZK/RSD
CZKRUB=X,CZK/RUB
CZKSAR=X,CZK/SAR
CZKSEK=X,CZK/SEK
CZKSGD=X,CZK/SGD
CZKTHB=X,CZK/THB
CZKTND=X,CZK/TND
CZKTRY=X,CZK/TRY
CZKTWD=X,CZK/TWD
CZKUAH=X,CZK/UAH
CZKUSD=X,CZK/USD
CZKUYU=X,CZK/UYU
CZKVEF=X,CZK/VEF
CZKVUV=X,CZK/VUV
CZKXDR=X,CZK/XDR
CZKZAR=X,CZK/ZAR
DEM=X,USD/DEM
DEMCHF=X,DEM/CHF
DJF=X,USD/DJF
DJFCHF=X,DJF/CHF
DJFEUR=X,DJF/EUR
DJFUSD=X,DJF/USD
DKK=X,USD/DKK
DKKAED=X,DKK/AED
DKKANG=X,DKK/ANG
DKKAUD=X,DKK/AUD
DKKBAM=X,DKK/BAM
DKKBGN=X,DKK/BGN
DKKBRL=X,DKK/BRL
DKKCAD=X,DKK/CAD
DKKCHF=X,DKK/CHF
DKKCLP=X,DKK/CLP
DKKCNY=X,DKK/CNY
DKKCZK=X,DKK/CZK
DKKEGP=X,DKK/EGP
DKKEUR=X,DKK/EUR
DKKGBP=X,DKK/GBP
DKKGIP=X,DKK/GIP
DKKHKD=X,DKK/HKD
DKKHUF=X,DKK/HUF
DKKIDR=X,DKK/IDR
DKKILS=X,DKK/ILS
DKKINR=X,DKK/INR
DKKISK=X,DKK/ISK
DKKJOD=X,DKK/JOD
DKKJPY=X,DKK/JPY
DKKKES=X,DKK/KES
DKKKPW=X,DKK/KPW
DKKKRW=X,DKK/KRW
DKKKWD=X,DKK/KWD
DKKLKR=X,DKK/LKR
DKKLTL=X,DKK/LTL
DKKLVL=X,DKK/LVL
DKKMAD=X,DKK/MAD
DKKMUR=X,DKK/MUR
DKKMXN=X,DKK/MXN
DKKMYR=X,DKK/MYR
DKKNOK=X,DKK/NOK
DKKNZD=X,DKK/NZD
DKKOMR=X,DKK/OMR
DKKPHP=X,DKK/PHP
DKKPKR=X,DKK/PKR
DKKPLN=X,DKK/PLN
DKKQAR=X,DKK/QAR
DKKRON=X,DKK/RON
DKKRSD=X,DKK/RSD
DKKRUB=X,DKK/RUB
DKKSAR=X,DKK/SAR
DKKSEK=X,DKK/SEK
DKKSGD=X,DKK/SGD
DKKTHB=X,DKK/THB
DKKTND=X,DKK/TND
DKKTRY=X,DKK/TRY
DKKTWD=X,DKK/TWD
DKKUAH=X,DKK/UAH
DKKUSD=X,DKK/USD
DKKXDR=X,DKK/XDR
DKKZAR=X,DKK/ZAR
DOP=X,USD/DOP
DOPCHF=X,DOP/CHF
DOPDKK=X,DOP/DKK
DOPEUR=X,DOP/EUR
DOPGBP=X,DOP/GBP
DOPUSD=X,DOP/USD
DZD=X,USD/DZD
DZDEUR=X,DZD/EUR
DZDGBP=X,DZD/GBP
DZDMAD=X,DZD/MAD
DZDUSD=X,DZD/USD
ECS=X,USD/ECS
EGP=X,USD/EGP
EGPAED=X,EGP/AED
EGPAUD=X,EGP/AUD
EGPCAD=X,EGP/CAD
EGPCHF=X,EGP/CHF
EGPCNY=X,EGP/CNY
EGPCZK=X,EGP/CZK
EGPDKK=X,EGP/DKK
EGPEUR=X,EGP/EUR
EGPGBP=X,EGP/GBP
EGPHKD=X,EGP/HKD
EGPHUF=X,EGP/HUF
EGPIDR=X,EGP/IDR
EGPILS=X,EGP/ILS
EGPINR=X,EGP/INR
EGPJOD=X,EGP/JOD
EGPJPY=X,EGP/JPY
EGPKES=X,EGP/KES
EGPKRW=X,EGP/KRW
EGPKWD=X,EGP/KWD
EGPLKR=X,EGP/LKR
EGPLTL=X,EGP/LTL
EGPLVL=X,EGP/LVL
EGPMAD=X,EGP/MAD
EGPMUR=X,EGP/MUR
EGPMXN=X,EGP/MXN
EGPNOK=X,EGP/NOK
EGPNZD=X,EGP/NZD
EGPOMR=X,EGP/OMR
EGPPHP=X,EGP/PHP
EGPPKR=X,EGP/PKR
EGPPLN=X,EGP/PLN
EGPQAR=X,EGP/QAR
EGPRUB=X,EGP/RUB
EGPSAR=X,EGP/SAR
EGPSEK=X,EGP/SEK
EGPSGD=X,EGP/SGD
EGPTHB=X,EGP/THB
EGPTND=X,EGP/TND
EGPTRY=X,EGP/TRY
EGPTWD=X,EGP/TWD
EGPUSD=X,EGP/USD
EGPZAR=X,EGP/ZAR
ERN=X,USD/ERN
ERNEUR=X,ERN/EUR
ERNUSD=X,ERN/USD
ETB=X,USD/ETB
ETBCHF=X,ETB/CHF
ETBEUR=X,ETB/EUR
ETBGBP=X,ETB/GBP
ETBUSD=X,ETB/USD
EUR=X,USD/EUR
EURAED=X,EUR/AED
EURAFN=X,EUR/AFN
EURALL=X,EUR/ALL
EURAMD=X,EUR/AMD
EURANG=X,EUR/ANG
EURAOA=X,EUR/AOA
EURARS=X,EUR/ARS
EURAUD=X,EUR/AUD
EURAWG=X,EUR/AWG
EURAZN=X,EUR/AZN
EURBAM=X,EUR/BAM
EURBBD=X,EUR/BBD
EURBDT=X,EUR/BDT
EURBGN=X,EUR/BGN
EURBHD=X,EUR/BHD
EURBIF=X,EUR/BIF
EURBMD=X,EUR/BMD
EURBND=X,EUR/BND
EURBOB=X,EUR/BOB
EURBRL=X,EUR/BRL
EURBSD=X,EUR/BSD
EURBTN=X,EUR/BTN
EURBWP=X,EUR/BWP
EURBYR=X,EUR/BYR
EURBZD=X,EUR/BZD
EURCAD=X,EUR/CAD
EURCDF=X,EUR/CDF
EURCHF=X,EUR/CHF
EURCLF=X,EUR/CLF
EURCLP=X,EUR/CLP
EURCNH=X,EUR/CNH
EURCNY=X,EUR/CNY
EURCOP=X,EUR/COP
EURCRC=X,EUR/CRC
EURCUP=X,EUR/CUP
EURCVE=X,EUR/CVE
EURCYP=X,EUR/CYP
EURCZK=X,EUR/CZK
EURDJF=X,EUR/DJF
EURDKK=X,EUR/DKK
EURDOP=X,EUR/DOP
EURDZD=X,EUR/DZD
EUREGP=X,EUR/EGP
EURERN=X,EUR/ERN
EURETB=X,EUR/ETB
EUREUR=X,EUR/EUR
EURFJD=X,EUR/FJD
EURFKP=X,EUR/FKP
EURGBP=X,EUR/GBP
EURGEL=X,EUR/GEL
EURGHS=X,EUR/GHS
EURGIP=X,EUR/GIP
EURGMD=X,EUR/GMD
EURGNF=X,EUR/GNF
EURGTQ=X,EUR/GTQ
EURGYD=X,EUR/GYD
EURHKD=X,EUR/HKD
EURHNL=X,EUR/HNL
EURHRK=X,EUR/HRK
EURHTG=X,EUR/HTG
EURHUF=X,EUR/HUF
EURIDR=X,EUR/IDR
EURILS=X,EUR/ILS
EURINR=X,EUR/INR
EURIQD=X,EUR/IQD
EURIRR=X,EUR/IRR
EURISK=X,EUR/ISK
EURJMD=X,EUR/JMD
EURJOD=X,EUR/JOD
EURJPY=X,EUR/JPY
EURKES=X,EUR/KES
EURKGS=X,EUR/KGS
EURKHR=X,EUR/KHR
EURKMF=X,EUR/KMF
EURKPW=X,EUR/KPW
EURKRW=X,EUR/KRW
EURKWD=X,EUR/KWD
EURKYD=X,EUR/KYD
EURKZT=X,EUR/KZT
EURLAK=X,EUR/LAK
EURLBP=X,EUR/LBP
EURLKR=X,EUR/LKR
EURLRD=X,EUR/LRD
EURLSL=X,EUR/LSL
EURLTL=X,EUR/LTL
EURLVL=X,EUR/LVL
EURLYD=X,EUR/LYD
EURMAD=X,EUR/MAD
EURMDL=X,EUR/MDL
EURMGA=X,EUR/MGA
EURMKD=X,EUR/MKD
EURMMK=X,EUR/MMK
EURMNT=X,EUR/MNT
EURMOP=X,EUR/MOP
EURMRO=X,EUR/MRO
EURMUR=X,EUR/MUR
EURMVR=X,EUR/MVR
EURMWK=X,EUR/MWK
EURMXN=X,EUR/MXN
EURMYR=X,EUR/MYR
EURMZN=X,EUR/MZN
EURNAD=X,EUR/NAD
EURNGN=X,EUR/NGN
EURNIO=X,EUR/NIO
EURNOK=X,EUR/NOK
EURNPR=X,EUR/NPR
EURNZD=X,EUR/NZD
EUROMR=X,EUR/OMR
EURPAB=X,EUR/PAB
EURPEN=X,EUR/PEN
EURPGK=X,EUR/PGK
EURPHP=X,EUR/PHP
EURPKR=X,EUR/PKR
EURPLN=X,EUR/PLN
EURPYG=X,EUR/PYG
EURQAR=X,EUR/QAR
EURRON=X,EUR/RON
EURRSD=X,EUR/RSD
EURRUB=X,EUR/RUB
EURRWF=X,EUR/RWF
EURSAR=X,EUR/SAR
EURSBD=X,EUR/SBD
EURSCR=X,EUR/SCR
EURSDG=X,EUR/SDG
EURSEK=X,EUR/SEK
EURSGD=X,EUR/SGD
EURSHP=X,EUR/SHP
EURSLL=X,EUR/SLL
EURSOS=X,EUR/SOS
EURSRD=X,EUR/SRD
EURSTD=X,EUR/STD
EURSVC=X,EUR/SVC
EURSYP=X,EUR/SYP
EURSZL=X,EUR/SZL
EURTHB=X,EUR/THB
EURTJS=X,EUR/TJS
EURTMT=X,EUR/TMT
EURTND=X,EUR/TND
EURTOP=X,EUR/TOP
EURTRY=X,EUR/TRY
EURTTD=X,EUR/TTD
EURTWD=X,EUR/TWD
EURTZS=X,EUR/TZS
EURUAH=X,EUR/UAH
EURUGX=X,EUR/UGX
EURUSD=X,EUR/USD
EURUYU=X,EUR/UYU
EURUZS=X,EUR/UZS
EURVEF=X,EUR/VEF
EURVND=X,EUR/VND
EURVUV=X,EUR/VUV
EURWST=X,EUR/WST
EURXAF=X,EUR/XAF
EURXCD=X,EUR/XCD
EURXDR=X,EUR/XDR
EURXOF=X,EUR/XOF
EURXPF=X,EUR/XPF
EURYER=X,EUR/YER
EURZAR=X,EUR/ZAR
EURZMW=X,EUR/ZMW
EURZWL=X,EUR/ZWL
FJD=X,USD/FJD
FJDAUD=X,FJD/AUD
FJDCAD=X,FJD/CAD
FJDCHF=X,FJD/CHF
FJDDKK=X,FJD/DKK
FJDEUR=X,FJD/EUR
FJDGBP=X,FJD/GBP
FJDHKD=X,FJD/HKD
FJDJPY=X,FJD/JPY
FJDNZD=X,FJD/NZD
FJDUSD=X,FJD/USD
FKP=X,USD/FKP
FKPCHF=X,FKP/CHF
FKPUSD=X,FKP/USD
FRF=X,USD/FRF
FRFCHF=X,FRF/CHF
GBP=X,USD/GBP
GBPAED=X,GBP/AED
GBPAFN=X,GBP/AFN
GBPALL=X,GBP/ALL
GBPAMD=X,GBP/AMD
GBPANG=X,GBP/ANG
GBPAOA=X,GBP/AOA
GBPARS=X,GBP/ARS
GBPAUD=X,GBP/AUD
GBPAWG=X,GBP/AWG
GBPAZN=X,GBP/AZN
GBPBAM=X,GBP/BAM
GBPBBD=X,GBP/BBD
GBPBDT=X,GBP/BDT
GBPBGN=X,GBP/BGN
GBPBHD=X,GBP/BHD
GBPBIF=X,GBP/BIF
GBPBMD=X,GBP/BMD
GBPBND=X,GBP/BND
GBPBOB=X,GBP/BOB
GBPBRL=X,GBP/BRL
GBPBSD=X,GBP/BSD
GBPBTN=X,GBP/BTN
GBPBWP=X,GBP/BWP
GBPBYR=X,GBP/BYR
GBPBZD=X,GBP/BZD
GBPCAD=X,GBP/CAD
GBPCDF=X,GBP/CDF
GBPCHF=X,GBP/CHF
GBPCLF=X,GBP/CLF
GBPCLP=X,GBP/CLP
GBPCNH=X,GBP/CNH
GBPCNY=X,GBP/CNY
GBPCOP=X,GBP/COP
GBPCRC=X,GBP/CRC
GBPCUP=X,GBP/CUP
GBPCVE=X,GBP/CVE
GBPCZK=X,GBP/CZK
GBPDJF=X,GBP/DJF
GBPDKK=X,GBP/DKK
GBPDOP=X,GBP/DOP
GBPDZD=X,GBP/DZD
GBPEGP=X,GBP/EGP
GBPERN=X,GBP/ERN
GBPETB=X,GBP/ETB
GBPEUR=X,GBP/EUR
GBPFJD=X,GBP/FJD
GBPFKP=X,GBP/FKP
GBPGBP=X,GBP/GBP
GBPGEL=X,GBP/GEL
GBPGHS=X,GBP/GHS
GBPGIP=X,GBP/GIP
GBPGMD=X,GBP/GMD
GBPGNF=X,GBP/GNF
GBPGTQ=X,GBP/GTQ
GBPGYD=X,GBP/GYD
GBPHKD=X,GBP/HKD
GBPHNL=X,GBP/HNL
GBPHRK=X,GBP/HRK
GBPHTG=X,GBP/HTG
GBPHUF=X,GBP/HUF
GBPIDR=X,GBP/IDR
GBPILS=X,GBP/ILS
GBPINR=X,GBP/INR
GBPIQD=X,GBP/IQD
GBPIRR=X,GBP/IRR
GBPISK=X,GBP/ISK
GBPITL=X,GBP/ITL
GBPJMD=X,GBP/JMD
GBPJOD=X,GBP/JOD
GBPJPY=X,GBP/JPY
GBPKES=X,GBP/KES
GBPKGS=X,GBP/KGS
GBPKHR=X,GBP/KHR
GBPKMF=X,GBP/KMF
GBPKPW=X,GBP/KPW
GBPKRW=X,GBP/KRW
GBPKWD=X,GBP/KWD
GBPKYD=X,GBP/KYD
GBPKZT=X,GBP/KZT
GBPLAK=X,GBP/LAK
GBPLBP=X,GBP/LBP
GBPLKR=X,GBP/LKR
GBPLRD=X,GBP/LRD
GBPLSL=X,GBP/LSL
GBPLTL=X,GBP/LTL
GBPLVL=X,GBP/LVL
GBPLYD=X,GBP/LYD
GBPMAD=X,GBP/MAD
GBPMDL=X,GBP/MDL
GBPMGA=X,GBP/MGA
GBPMKD=X,GBP/MKD
GBPMMK=X,GBP/MMK
GBPMNT=X,GBP/MNT
GBPMOP=X,GBP/MOP
GBPMRO=X,GBP/MRO
GBPMUR=X,GBP/MUR
GBPMVR=X,GBP/MVR
GBPMWK=X,GBP/MWK
GBPMXN=X,GBP/MXN
GBPMYR=X,GBP/MYR
GBPMZN=X,GBP/MZN
GBPNAD=X,GBP/NAD
GBPNGN=X,GBP/NGN
GBPNIO=X,GBP/NIO
GBPNOK=X,GBP/NOK
GBPNPR=X,GBP/NPR
GBPNZD=X,GBP/NZD
GBPOMR=X,GBP/OMR
GBPPAB=X,GBP/PAB
GBPPEN=X,GBP/PEN
GBPPGK=X,GBP/PGK
GBPPHP=X,GBP/PHP
GBPPKR=X,GBP/PKR
GBPPLN=X,GBP/PLN
GBPPYG=X,GBP/PYG
GBPQAR=X,GBP/QAR
GBPRON=X,GBP/RON
GBPRSD=X,GBP/RSD
GBPRUB=X,GBP/RUB
GBPRWF=X,GBP/RWF
GBPSAR=X,GBP/SAR
GBPSBD=X,GBP/SBD
GBPSCR=X,GBP/SCR
GBPSDG=X,GBP/SDG
GBPSEK=X,GBP/SEK
GBPSGD=X,GBP/SGD
GBPSHP=X,GBP/SHP
GBPSLL=X,GBP/SLL
GBPSOS=X,GBP/SOS
GBPSRD=X,GBP/SRD
GBPSTD=X,GBP/STD
GBPSVC=X,GBP/SVC
GBPSYP=X,GBP/SYP
GBPSZL=X,GBP/SZL
GBPTHB=X,GBP/THB
GBPTJS=X,GBP/TJS
GBPTMT=X,GBP/TMT
GBPTND=X,GBP/TND
GBPTOP=X,GBP/TOP
GBPTRY=X,GBP/TRY
GBPTTD=X,GBP/TTD
GBPTWD=X,GBP/TWD
GBPTZS=X,GBP/TZS
GBPUAH=X,GBP/UAH
GBPUGX=X,GBP/UGX
GBPUSD=X,GBP/USD
GBPUYU=X,GBP/UYU
GBPUZS=X,GBP/UZS
GBPVEF=X,GBP/VEF
GBPVND=X,GBP/VND
GBPVUV=X,GBP/VUV
GBPWST=X,GBP/WST
GBPXAF=X,GBP/XAF
GBPXCD=X,GBP/XCD
GBPXDR=X,GBP/XDR
GBPXOF=X,GBP/XOF
GBPXPF=X,GBP/XPF
GBPYER=X,GBP/YER
GBPZAR=X,GBP/ZAR
GBPZMW=X,GBP/ZMW
GBPZWL=X,GBP/ZWL
GEL=X,USD/GEL
GELCHF=X,GEL/CHF
GELEUR=X,GEL/EUR
GELGBP=X,GEL/GBP
GELLVL=X,GEL/LVL
GELUSD=X,GEL/USD
GHS=X,USD/GHS
GHSAED=X,Ghana Cedi (b) vs UAE Dirham Sp
GHSAFN=X,Ghana Cedi (b) vs Afghanistan A
GHSANG=X,Ghana Cedi (b) vs Netherlands A
GHSARS=X,GHS/ARS
GHSAUD=X,GHS/AUD
GHSBDT=X,GHS/BDT
GHSBGN=X,GHS/BGN
GHSBHD=X,GHS/BHD
GHSBMD=X,Ghana Cedi (b) vs Bermuda Dolla
GHSBRL=X,GHS/BRL
GHSBWP=X,GHS/BWP
GHSCAD=X,GHS/CAD
GHSCLF=X,GHS/CLF
GHSCLP=X,GHS/CLP
GHSCNH=X,GHS/CNH
GHSCNY=X,GHS/CNY
GHSCOP=X,GHS/COP
GHSCZK=X,GHS/CZK
GHSDKK=X,GHS/DKK
GHSEGP=X,GHS/EGP
GHSEUR=X,GHS/EUR
GHSFJD=X,GHS/FJD
GHSGBP=X,GHS/GBP
GHSHKD=X,GHS/HKD
GHSHRK=X,GHS/HRK
GHSHUF=X,GHS/HUF
GHSIDR=X,GHS/IDR
GHSILS=X,GHS/ILS
GHSINR=X,GHS/INR
GHSISK=X,GHS/ISK
GHSJOD=X,GHS/JOD
GHSJPY=X,GHS/JPY
GHSKES=X,GHS/KES
GHSKRW=X,GHS/KRW
GHSKWD=X,GHS/KWD
GHSKYD=X,GHS/KYD
GHSKZT=X,GHS/KZT
GHSLKR=X,GHS/LKR
GHSMAD=X,GHS/MAD
GHSMOP=X,GHS/MOP
GHSMUR=X,GHS/MUR
GHSMWK=X,GHS/MWK
GHSMXN=X,GHS/MXN
GHSMYR=X,GHS/MYR
GHSNAD=X,GHS/NAD
GHSNGN=X,GHS/NGN
GHSNOK=X,GHS/NOK
GHSNZD=X,GHS/NZD
GHSOMR=X,GHS/OMR
GHSPEN=X,GHS/PEN
GHSPGK=X,GHS/PGK
GHSPHP=X,GHS/PHP
GHSPKR=X,GHS/PKR
GHSQAR=X,GHS/QAR
GHSRON=X,GHS/RON
GHSRSD=X,GHS/RSD
GHSRUB=X,GHS/RUB
GHSRWF=X,GHS/RWF
GHSSAR=X,GHS/SAR
GHSSBD=X,GHS/SBD
GHSSEK=X,GHS/SEK
GHSSGD=X,GHS/SGD
GHSTHB=X,GHS/THB
GHSTND=X,GHS/TND
GHSTOP=X,GHS/TOP
GHSTRY=X,GHS/TRY
GHSTWD=X,GHS/TWD
GHSTZS=X,GHS/TZS
GHSUGX=X,GHS/UGX
GHSUSD=X,GHS/USD
GHSVND=X,GHS/VND
GHSWST=X,GHS/WST
GHSXDR=X,GHS/XDR
GHSXOF=X,GHS/XOF
GHSZAR=X,GHS/ZAR
GHSZMW=X,GHS/ZMW
GHSZWL=X,GHS/ZWL
GIP=X,USD/GIP
GIPCHF=X,GIP/CHF
GIPDKK=X,GIP/DKK
GIPUSD=X,GIP/USD
GMD=X,USD/GMD
GMDCHF=X,GMD/CHF
GMDDKK=X,GMD/DKK
GMDEUR=X,GMD/EUR
GMDGBP=X,GMD/GBP
GMDUSD=X,GMD/USD
GNF=X,USD/GNF
GTQ=X,USD/GTQ
GTQCAD=X,GTQ/CAD
GTQCHF=X,GTQ/CHF
GTQEUR=X,GTQ/EUR
GTQGBP=X,GTQ/GBP
GTQUSD=X,GTQ/USD
GYD=X,USD/GYD
HKD=X,USD/HKD
HKDAED=X,HKD/AED
HKDARS=X,HKD/ARS
HKDAUD=X,HKD/AUD
HKDBDT=X,HKD/BDT
HKDBHD=X,HKD/BHD
HKDBMD=X,HKD/BMD
HKDBOB=X,HKD/BOB
HKDBRL=X,HKD/BRL
HKDBWP=X,HKD/BWP
HKDCAD=X,HKD/CAD
HKDCHF=X,HKD/CHF
HKDCLP=X,HKD/CLP
HKDCNH=X,HKD/CNH
HKDCNY=X,HKD/CNY
HKDCOP=X,HKD/COP
HKDCZK=X,HKD/CZK
HKDDKK=X,HKD/DKK
HKDEGP=X,HKD/EGP
HKDEUR=X,HKD/EUR
HKDGBP=X,HKD/GBP
HKDGHS=X,HKD/GHS
HKDHUF=X,HKD/HUF
HKDIDR=X,HKD/IDR
HKDILS=X,HKD/ILS
HKDINR=X,HKD/INR
HKDISK=X,HKD/ISK
HKDJOD=X,HKD/JOD
HKDJPY=X,HKD/JPY
HKDKES=X,HKD/KES
HKDKRW=X,HKD/KRW
HKDKWD=X,HKD/KWD
HKDLBP=X,HKD/LBP
HKDLKR=X,HKD/LKR
HKDLTL=X,HKD/LTL
HKDLVL=X,HKD/LVL
HKDMAD=X,HKD/MAD
HKDMOP=X,HKD/MOP
HKDMUR=X,HKD/MUR
HKDMXN=X,HKD/MXN
HKDMYR=X,HKD/MYR
HKDNGN=X,HKD/NGN
HKDNOK=X,HKD/NOK
HKDNZD=X,HKD/NZD
HKDOMR=X,HKD/OMR
HKDPEN=X,HKD/PEN
HKDPHP=X,HKD/PHP
HKDPKR=X,HKD/PKR
HKDPLN=X,HKD/PLN
HKDQAR=X,HKD/QAR
HKDRUB=X,HKD/RUB
HKDSAR=X,HKD/SAR
HKDSEK=X,HKD/SEK
HKDSGD=X,HKD/SGD
HKDTHB=X,HKD/THB
HKDTND=X,HKD/TND
HKDTRY=X,HKD/TRY
HKDTWD=X,HKD/TWD
HKDUGX=X,HKD/UGX
HKDUSD=X,HKD/USD
HKDUYU=X,HKD/UYU
HKDVEF=X,HKD/VEF
HKDVND=X,HKD/VND
HKDZAR=X,HKD/ZAR
HKDZWL=X,HKD/ZWL
HNL=X,USD/HNL
HNLCAD=X,HNL/CAD
HNLCHF=X,HNL/CHF
HNLEUR=X,HNL/EUR
HNLGBP=X,HNL/GBP
HNLUSD=X,HNL/USD
HRK=X,USD/HRK
HRKAED=X,HRK/AED
HRKAUD=X,HRK/AUD
HRKBAM=X,HRK/BAM
HRKBRL=X,HRK/BRL
HRKCAD=X,HRK/CAD
HRKCHF=X,HRK/CHF
HRKCNY=X,HRK/CNY
HRKCZK=X,HRK/CZK
HRKDKK=X,HRK/DKK
HRKEUR=X,HRK/EUR
HRKGBP=X,HRK/GBP
HRKHKD=X,HRK/HKD
HRKILS=X,HRK/ILS
HRKINR=X,HRK/INR
HRKJPY=X,HRK/JPY
HRKKRW=X,HRK/KRW
HRKKWD=X,HRK/KWD
HRKLTL=X,HRK/LTL
HRKMKD=X,HRK/MKD
HRKNOK=X,HRK/NOK
HRKNZD=X,HRK/NZD
HRKPLN=X,HRK/PLN
HRKRON=X,HRK/RON
HRKRSD=X,HRK/RSD
HRKRUB=X,HRK/RUB
HRKSEK=X,HRK/SEK
HRKSGD=X,HRK/SGD
HRKTHB=X,HRK/THB
HRKTRY=X,HRK/TRY
HRKUAH=X,HRK/UAH
HRKUSD=X,HRK/USD
HRKZAR=X,HRK/ZAR
HTG=X,USD/HTG
HTGCHF=X,HTG/CHF
HTGEUR=X,HTG/EUR
HTGGBP=X,HTG/GBP
HTGUSD=X,HTG/USD
HUF=X,USD/HUF
HUFAED=X,HUF/AED
HUFAUD=X,HUF/AUD
HUFBAM=X,HUF/BAM
HUFBRL=X,HUF/BRL
HUFCAD=X,HUF/CAD
HUFCNY=X,HUF/CNY
HUFCZK=X,HUF/CZK
HUFDKK=X,HUF/DKK
HUFEGP=X,HUF/EGP
HUFHKD=X,HUF/HKD
HUFIDR=X,HUF/IDR
HUFILS=X,HUF/ILS
HUFINR=X,HUF/INR
HUFISK=X,HUF/ISK
HUFJPY=X,HUF/JPY
HUFKES=X,HUF/KES
HUFKRW=X,HUF/KRW
HUFLKR=X,HUF/LKR
HUFLTL=X,HUF/LTL
HUFMAD=X,HUF/MAD
HUFMUR=X,HUF/MUR
HUFMXN=X,HUF/MXN
HUFMYR=X,HUF/MYR
HUFNOK=X,HUF/NOK
HUFNZD=X,HUF/NZD
HUFPHP=X,HUF/PHP
HUFPLN=X,HUF/PLN
HUFQAR=X,HUF/QAR
HUFRON=X,HUF/RON
HUFRSD=X,HUF/RSD
HUFRUB=X,HUF/RUB
HUFSAR=X,HUF/SAR
HUFSEK=X,HUF/SEK
HUFSGD=X,HUF/SGD
HUFTHB=X,HUF/THB
HUFTND=X,HUF/TND
HUFTRY=X,HUF/TRY
HUFTWD=X,HUF/TWD
HUFUAH=X,HUF/UAH
HUFZAR=X,HUF/ZAR
IDR=X,USD/IDR
IDRBWP=X,IDR/BWP
IDRGHS=X,IDR/GHS
IDRHUF=X,IDR/HUF
IDRINR=X,IDR/INR
IDRISK=X,IDR/ISK
IDRJPY=X,IDR/JPY
IDRKES=X,IDR/KES
IDRKRW=X,IDR/KRW
IDRLKR=X,IDR/LKR
IDRRUB=X,IDR/RUB
IDRUGX=X,IDR/UGX
IEP=X,USD/IEP
IEPCHF=X,IEP/CHF
IEPUSD=X,IEP/USD
ILS=X,USD/ILS
ILSAED=X,ILS/AED
ILSAUD=X,ILS/AUD
ILSBRL=X,ILS/BRL
ILSCAD=X,ILS/CAD
ILSCHF=X,ILS/CHF
ILSCLP=X,ILS/CLP
ILSCNY=X,ILS/CNY
ILSCZK=X,ILS/CZK
ILSDKK=X,ILS/DKK
ILSEGP=X,ILS/EGP
ILSEUR=X,ILS/EUR
ILSGBP=X,ILS/GBP
ILSHKD=X,ILS/HKD
ILSHUF=X,ILS/HUF
ILSIDR=X,ILS/IDR
ILSINR=X,ILS/INR
ILSISK=X,ILS/ISK
ILSJOD=X,ILS/JOD
ILSJPY=X,ILS/JPY
ILSKES=X,ILS/KES
ILSKRW=X,ILS/KRW
ILSKWD=X,ILS/KWD
ILSLKR=X,ILS/LKR
ILSLTL=X,ILS/LTL
ILSLVL=X,ILS/LVL
ILSMAD=X,ILS/MAD
ILSMUR=X,ILS/MUR
ILSMXN=X,ILS/MXN
ILSNOK=X,ILS/NOK
ILSNZD=X,ILS/NZD
ILSOMR=X,ILS/OMR
ILSPHP=X,ILS/PHP
ILSPLN=X,ILS/PLN
ILSQAR=X,ILS/QAR
ILSRUB=X,ILS/RUB
ILSSAR=X,ILS/SAR
ILSSEK=X,ILS/SEK
ILSSGD=X,ILS/SGD
ILSTHB=X,ILS/THB
ILSTND=X,ILS/TND
ILSTRY=X,ILS/TRY
ILSTWD=X,ILS/TWD
ILSUSD=X,ILS/USD
ILSXDR=X,ILS/XDR
ILSZAR=X,ILS/ZAR
INR=X,USD/INR
INRAED=X,INR/AED
INRAUD=X,INR/AUD
INRBGN=X,INR/BGN
INRBRL=X,INR/BRL
INRBWP=X,INR/BWP
INRCAD=X,INR/CAD
INRCHF=X,INR/CHF
INRCNY=X,INR/CNY
INRCZK=X,INR/CZK
INRDKK=X,INR/DKK
INREGP=X,INR/EGP
INREUR=X,INR/EUR
INRGBP=X,INR/GBP
INRGHS=X,INR/GHS
INRHKD=X,INR/HKD
INRHUF=X,INR/HUF
INRIDR=X,INR/IDR
INRILS=X,INR/ILS
INRISK=X,INR/ISK
INRJOD=X,INR/JOD
INRJPY=X,INR/JPY
INRKES=X,INR/KES
INRKRW=X,INR/KRW
INRLKR=X,INR/LKR
INRLTL=X,INR/LTL
INRLVL=X,INR/LVL
INRMAD=X,INR/MAD
INRMUR=X,INR/MUR
INRMXN=X,INR/MXN
INRMYR=X,INR/MYR
INRNOK=X,INR/NOK
INRNZD=X,INR/NZD
INROMR=X,INR/OMR
INRPHP=X,INR/PHP
INRPKR=X,INR/PKR
INRPLN=X,INR/PLN
INRQAR=X,INR/QAR
INRRUB=X,INR/RUB
