NAME OF COMPANY,SYMBOL,Yahoo Ticker,IPO Year
S&S Power Switchgears Limited,S&SPOWER,S&SPOWER.NS,1995
Saatvik Green Energy Limited,SAATVIKGL,SAATVIKGL.NS,2025
Sab Events & Governance Now Media Limited,SABEVENTS,SABEVENTS.NS,2016
Sri Adhikari Brothers Television Network Limited,SABTNL,SABTNL.NS,2024
Sadbhav Engineering Limited,SADBHAV,SADBHAV.NS,2006
Sadbhav Infrastructure Project Limited,SADBHIN,SADBHIN.NS,2015
Sadhana Nitrochem Limited,SADHNANIQ,SADHNANIQ.NS,2023
Safari Industries (India) Limited,SAFARI,SAFARI.NS,2019
Sagardeep Alloys Limited,SAGARDEEP,SAGARDEEP.NS,2019
Sagar Cements Limited,SAGCEM,SAGCEM.NS,2007
SAGILITY LIMITED,SAGILITY,SAGILITY.NS,2024
Sahyadri Industries Limited,SAHYADRI,SAHYADRI.NS,2023
Steel Authority of India Limited,SAIL,SAIL.NS,1995
Sai Life Sciences Limited,SAILIFE,SAILIFE.NS,2024
Sakar Healthcare Limited,SAKAR,SAKAR.NS,2019
Sakthi Sugars Limited,SAKHTISUG,SAKHTISUG.NS,1995
Saksoft Limited,SAKSOFT,SAKSOFT.NS,2005
Sakuma Exports Limited,SAKUMA,SAKUMA.NS,2006
Salasar Techno Engineering Limited,SALASAR,SALASAR.NS,2017
Salona Cotspin Limited,SALONA,SALONA.NS,2016
S.A.L. Steel Limited,SALSTEEL,SALSTEEL.NS,2004
Salzer Electronics Limited,SALZERELEC,SALZERELEC.NS,2015
Sambhaav Media Limited,SAMBHAAV,SAMBHAAV.NS,1996
Sambhv Steel Tubes Limited,SAMBHV,SAMBHV.NS,2025
Samhi Hotels Limited,SAMHI,SAMHI.NS,2023
Sammaan Capital Limited,SAMMAANCAP,SAMMAANCAP.NS,2013
Sampann Utpadan India Limited,SAMPANN,SAMPANN.NS,2012
Sanathan Textiles Limited,SANATHAN,SANATHAN.NS,2024
Sanco Industries Limited,SANCO,SANCO.NS,2016
The Sandesh Limited,SANDESH,SANDESH.NS,2002
Sandhar Technologies Limited,SANDHAR,SANDHAR.NS,2018
Sandur Manganese & Iron Ores Limited,SANDUMA,SANDUMA.NS,2023
Sangam (India) Limited,SANGAMIND,SANGAMIND.NS,1996
Sanghi Industries Limited,SANGHIIND,SANGHIIND.NS,1995
Sanghvi Movers Limited,SANGHVIMOV,SANGHVIMOV.NS,2007
Sanginita Chemicals Limited,SANGINITA,SANGINITA.NS,2019
Sanofi India Limited,SANOFI,SANOFI.NS,2003
Sanofi Consumer Healthcare India Limited,SANOFICONR,SANOFICONR.NS,2024
Sansera Engineering Limited,SANSERA,SANSERA.NS,2021
Sanstar Limited,SANSTAR,SANSTAR.NS,2024
Sanwaria Consumer Limited,SANWARIA,SANWARIA.NS,2006
Sapphire Foods India Limited,SAPPHIRE,SAPPHIRE.NS,2021
Sarda Energy & Minerals Limited,SARDAEN,SARDAEN.NS,2009
Saregama India Limited,SAREGAMA,SAREGAMA.NS,1997
Sarla Performance Fibers Limited,SARLAPOLY,SARLAPOLY.NS,2007
Sarveshwar Foods Limited,SARVESHWAR,SARVESHWAR.NS,2022
Sasken Technologies Limited,SASKEN,SASKEN.NS,2005
Sastasundar Ventures Limited,SASTASUNDR,SASTASUNDR.NS,2010
Satia Industries Limited,SATIA,SATIA.NS,2019
Satin Creditcare Network Limited,SATIN,SATIN.NS,2015
Saurashtra Cement Limited,SAURASHCEM,SAURASHCEM.NS,2024
SBC Exports Limited,SBC,SBC.NS,2021
Shivalik Bimetal Controls Limited,SBCL,SBCL.NS,2021
SBFC Finance Limited,SBFC,SBFC.NS,2023
Suratwwala Business Group Limited,SBGLP,SBGLP.NS,2023
SBI Cards and Payment Services Limited,SBICARD,SBICARD.NS,2020
SBI Life Insurance Company Limited,SBILIFE,SBILIFE.NS,2017
State Bank of India,SBIN,SBIN.NS,1995
Schaeffler India Limited,SCHAEFFLER,SCHAEFFLER.NS,2000
S Chand And Company Limited,SCHAND,SCHAND.NS,2017
Schneider Electric Infrastructure Limited,SCHNEIDER,SCHNEIDER.NS,2012
Shipping Corporation Of India Limited,SCI,SCI.NS,1997
Shipping Corporation of India Land and Assets Limited,SCILAL,SCILAL.NS,2024
Scoda Tubes Limited,SCODATUBES,SCODATUBES.NS,2025
Sheetal Cool Products Limited,SCPL,SCPL.NS,2022
Som Distilleries & Breweries Limited,SDBL,SDBL.NS,2014
Seamec Limited,SEAMECLTD,SEAMECLTD.NS,1995
SecMark Consultancy Limited,SECMARK,SECMARK.NS,2023
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,SECURKLOUD.NS,2014
Sejal Glass Limited,SEJALLTD,SEJALLTD.NS,2021
SEL Manufacturing Company Limited,SELMC,SELMC.NS,2021
Semac Construction Limited,SEMAC,SEMAC.NS,2005
Senco Gold Limited,SENCO,SENCO.NS,2023
Senores Pharmaceuticals Limited,SENORES,SENORES.NS,2024
SEPC Limited,SEPC,SEPC.NS,2008
Sequent Scientific Limited,SEQUENT,SEQUENT.NS,2016
Servotech Renewable Power System Limited,SERVOTECH,SERVOTECH.NS,2021
Seshasayee Paper and Boards Limited,SESHAPAPER,SESHAPAPER.NS,1995
Setco Automotive Limited,SETCO,SETCO.NS,2016
Setubandhan Infrastructure Limited,SETUINFRA,SETUINFRA.NS,2011
Sheela Foam Limited,SFL,SFL.NS,2016
SG Finserve Limited,SGFIN,SGFIN.NS,2025
Synergy Green Industries Limited,SGIL,SGIL.NS,2021
STL Global Limited,SGL,SGL.NS,2006
Standard Glass Lining Technology Limited,SGLTL,SGLTL.NS,2025
SG Mart Limited,SGMART,SGMART.NS,2025
Shah Metacorp Limited,SHAH,SHAH.NS,2010
Shah Alloys Limited,SHAHALLOYS,SHAHALLOYS.NS,2005
Shaily Engineering Plastics Limited,SHAILY,SHAILY.NS,2022
Shakti Pumps (India) Limited,SHAKTIPUMP,SHAKTIPUMP.NS,2015
Shalby Limited,SHALBY,SHALBY.NS,2017
Shalimar Paints Limited,SHALPAINTS,SHALPAINTS.NS,2008
Shankara Building Products Limited,SHANKARA,SHANKARA.NS,2017
Shanti Overseas (India) Limited,SHANTI,SHANTI.NS,2021
Shanthi Gears Limited,SHANTIGEAR,SHANTIGEAR.NS,1996
Shanti Gold International Limited,SHANTIGOLD,SHANTIGOLD.NS,2025
Sharda Cropchem Limited,SHARDACROP,SHARDACROP.NS,2014
Sharda Motor Industries Limited,SHARDAMOTR,SHARDAMOTR.NS,2015
Share India Securities Limited,SHAREINDIA,SHAREINDIA.NS,2020
Shekhawati Industries Limited,SHEKHAWATI,SHEKHAWATI.NS,2011
Shemaroo Entertainment Limited,SHEMAROO,SHEMAROO.NS,2014
Shilchar Technologies Limited,SHILCTECH,SHILCTECH.NS,2025
Shilpa Medicare Limited,SHILPAMED,SHILPAMED.NS,2009
Shivalik Rasayan Limited,SHIVALIK,SHIVALIK.NS,2021
Shivam Autotech Limited,SHIVAMAUTO,SHIVAMAUTO.NS,2006
Shiva Mills Limited,SHIVAMILLS,SHIVAMILLS.NS,2018
Shiva Texyarn Limited,SHIVATEX,SHIVATEX.NS,2017
Shiv Aum Steels Limited,SHIVAUM,SHIVAUM.NS,2025
S H Kelkar and Company Limited,SHK,SHK.NS,2015
Shoppers Stop Limited,SHOPERSTOP,SHOPERSTOP.NS,2005
Shradha Infraprojects Limited,SHRADHA,SHRADHA.NS,2020
Shree Digvijay Cement Co.Ltd,SHREDIGCEM,SHREDIGCEM.NS,2020
SHREE CEMENT LIMITED,SHREECEM,SHREECEM.NS,1995
Shreeji Shipping Global Limited,SHREEJISPG,SHREEJISPG.NS,2025
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,SHREEPUSHK.NS,2015
Shree Rama Multi-Tech Limited,SHREERAMA,SHREERAMA.NS,2000
Shrenik Limited,SHRENIK,SHRENIK.NS,2019
Shreyans Industries Limited,SHREYANIND,SHREYANIND.NS,1996
Shringar House of Mangalsutra Limited,SHRINGARMS,SHRINGARMS.NS,2025
Shriram Pistons & Rings Limited,SHRIPISTON,SHRIPISTON.NS,2016
Shriram Finance Limited,SHRIRAMFIN,SHRIRAMFIN.NS,1996
Shriram Properties Limited,SHRIRAMPPS,SHRIRAMPPS.NS,2021
Shyam Century Ferrous Limited,SHYAMCENT,SHYAMCENT.NS,2015
Shyam Metalics and Energy Limited,SHYAMMETL,SHYAMMETL.NS,2021
Shyam Telecom Limited,SHYAMTEL,SHYAMTEL.NS,2006
Sical Logistics Limited,SICALLOG,SICALLOG.NS,2023
Siemens Limited,SIEMENS,SIEMENS.NS,1995
Sigachi Industries Limited,SIGACHI,SIGACHI.NS,2021
Signet Industries Limited,SIGIND,SIGIND.NS,2018
Sigma Solve Limited,SIGMA,SIGMA.NS,2023
Signatureglobal (India) Limited,SIGNATURE,SIGNATURE.NS,2023
Signpost India Limited,SIGNPOST,SIGNPOST.NS,2024
Sikko Industries Limited,SIKKO,SIKKO.NS,2021
Standard Industries Limited,SIL,SIL.NS,2004
Silgo Retail Limited,SILGO,SILGO.NS,2021
SIL Investments Limited,SILINV,SILINV.NS,1996
Silly Monks Entertainment Limited,SILLYMONKS,SILLYMONKS.NS,2020
Silver Touch Technologies Limited,SILVERTUC,SILVERTUC.NS,2022
Simbhaoli Sugars Limited,SIMBHALS,SIMBHALS.NS,2016
Simplex Infrastructures Limited,SIMPLEXINF,SIMPLEXINF.NS,2004
Sinclairs Hotels Limited,SINCLAIR,SINCLAIR.NS,2024
Sindhu Trade Links Limited,SINDHUTRAD,SINDHUTRAD.NS,2023
Sintercom India Limited,SINTERCOM,SINTERCOM.NS,2020
Sirca Paints India Limited,SIRCA,SIRCA.NS,2019
SIS LIMITED,SIS,SIS.NS,2017
Siti Networks Limited,SITINET,SITINET.NS,2007
Siyaram Silk Mills Limited,SIYSIL,SIYSIL.NS,2007
S.J.S. Enterprises Limited,SJS,SJS.NS,2021
SJVN Limited,SJVN,SJVN.NS,2010
SKF India Limited,SKFINDIA,SKFINDIA.NS,1999
SKF India (Industrial) Limited,SKFINDUS,SKFINDUS.NS,2025
Skipper Limited,SKIPPER,SKIPPER.NS,2015
SKM Egg Products Export (India) Limited,SKMEGGPROD,SKMEGGPROD.NS,1997
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD,SKYGOLD.NS,2023
Smartlink Holdings Limited,SMARTLINK,SMARTLINK.NS,2001
Smartworks Coworking Spaces Limited,SMARTWORKS,SMARTWORKS.NS,2025
SMC Global Securities Limited,SMCGLOBAL,SMCGLOBAL.NS,2021
SML Mahindra Limited,SMLMAH,SMLMAH.NS,2003
Sarthak Metals Limited,SMLT,SMLT.NS,2021
SMS Pharmaceuticals Limited,SMSPHARMA,SMSPHARMA.NS,2007
Snowman Logistics Limited,SNOWMAN,SNOWMAN.NS,2014
Sobha Limited,SOBHA,SOBHA.NS,2006
Softtech Engineers Limited,SOFTTECH,SOFTTECH.NS,2022
Solara Active Pharma Sciences Limited,SOLARA,SOLARA.NS,2018
Solar Industries India Limited,SOLARINDS,SOLARINDS.NS,2006
Solarworld Energy Solutions Limited,SOLARWORLD,SOLARWORLD.NS,2025
Solex Energy Limited,SOLEX,SOLEX.NS,2025
Somany Ceramics Limited,SOMANYCERA,SOMANYCERA.NS,1995
Soma Textiles & Industries Limited,SOMATEX,SOMATEX.NS,1996
Somi Conveyor Beltings Limited,SOMICONVEY,SOMICONVEY.NS,2016
Sona BLW Precision Forgings Limited,SONACOMS,SONACOMS.NS,2021
SONAM LIMITED,SONAMLTD,SONAMLTD.NS,2022
Sonata Software Limited,SONATSOFTW,SONATSOFTW.NS,1999
Savita Oil Technologies Limited,SOTL,SOTL.NS,1995
The South Indian Bank Limited,SOUTHBANK,SOUTHBANK.NS,1998
South West Pinnacle Exploration Limited,SOUTHWEST,SOUTHWEST.NS,2019
S. P. Apparels Limited,SPAL,SPAL.NS,2016
Spandana Sphoorty Financial Limited,SPANDANA,SPANDANA.NS,2019
Sun Pharma Advanced Research Company Limited,SPARC,SPARC.NS,2007
Spacenet Enterprises India Limited,SPCENET,SPCENET.NS,2017
Speciality Restaurants Limited,SPECIALITY,SPECIALITY.NS,2012
Spectrum Electrical Industries Limited,SPECTRUM,SPECTRUM.NS,2025
Spencer's Retail Limited,SPENCERS,SPENCERS.NS,2019
Southern Petrochemicals Industries Corporation  Limited,SPIC,SPIC.NS,1996
SPL Industries Limited,SPLIL,SPLIL.NS,2005
Supreme Petrochem Limited,SPLPETRO,SPLPETRO.NS,2022
SPML Infra Limited,SPMLINFRA,SPMLINFRA.NS,1996
Sportking India Limited,SPORTKING,SPORTKING.NS,2022
Shankar Lal Rampal Dye-Chem Limited,SRD,SRD.NS,2024
Sreeleathers Limited,SREEL,SREEL.NS,2014
SRF Limited,SRF,SRF.NS,2003
SRG Housing Finance Limited,SRGHFL,SRGHFL.NS,2023
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,SRHHYPOLTD.NS,2007
SRM Contractors Limited,SRM,SRM.NS,2024
Shree Ram Proteins Limited,SRPL,SRPL.NS,2020
Saraswati Saree Depot Limited,SSDL,SSDL.NS,2024
Steel Strips Wheels Limited,SSWL,SSWL.NS,2005
Stallion India Fluorochemicals Limited,STALLION,STALLION.NS,2025
Stanley Lifestyles Limited,STANLEY,STANLEY.NS,2024
Strides Pharma Science Limited,STAR,STAR.NS,2000
Star Cement Limited,STARCEMENT,STARCEMENT.NS,2017
Star Health and Allied Insurance Company Limited,STARHEALTH,STARHEALTH.NS,2021
Star Paper Mills Limited,STARPAPER,STARPAPER.NS,1995
Starteck Finance Limited,STARTECK,STARTECK.NS,2022
The State Trading Corporation of India Limited,STCINDIA,STCINDIA.NS,2003
Steelcast Limited,STEELCAS,STEELCAS.NS,2021
Steel City Securities Limited,STEELCITY,STEELCITY.NS,2019
STEEL EXCHANGE INDIA LIMITED,STEELXIND,STEELXIND.NS,2017
Stel Holdings Limited,STEL,STEL.NS,2011
Sterling Tools Limited,STERTOOLS,STERTOOLS.NS,2006
STL Networks Limited,STLNETWORK,STLNETWORK.NS,2025
Sterlite Technologies Limited,STLTECH,STLTECH.NS,2000
Stove Kraft Limited,STOVEKRAFT,STOVEKRAFT.NS,2021
Studds Accessories Limited,STUDDS,STUDDS.NS,2025
Seshaasai Technologies Limited,STYL,STYL.NS,2025
Stylam Industries Limited,STYLAMIND,STYLAMIND.NS,2021
Baazar Style Retail Limited,STYLEBAAZA,STYLEBAAZA.NS,2024
Styrenix Performance Materials Limited,STYRENIX,STYRENIX.NS,1995
Subex Limited,SUBEXLTD,SUBEXLTD.NS,2020
Subros Limited,SUBROS,SUBROS.NS,2005
Sudarshan Chemical Industries Limited,SUDARSCHEM,SUDARSCHEM.NS,1995
Sudeep Pharma Limited,SUDEEPPHRM,SUDEEPPHRM.NS,2025
Sukhjit Starch & Chemicals Limited,SUKHJITS,SUKHJITS.NS,2022
Sula Vineyards Limited,SULA,SULA.NS,2022
Sumeet Industries Limited,SUMEETINDS,SUMEETINDS.NS,2010
Sumitomo Chemical India Limited,SUMICHEM,SUMICHEM.NS,2020
Sumit Woods Limited,SUMIT,SUMIT.NS,2019
Summit Securities Limited,SUMMITSEC,SUMMITSEC.NS,2011
Sundaram Clayton Limited,SUNCLAY,SUNCLAY.NS,2023
Sundaram Multi Pap Limited,SUNDARAM,SUNDARAM.NS,2010
Sundaram Finance Limited,SUNDARMFIN,SUNDARMFIN.NS,1998
Sundaram Brake Linings Limited,SUNDRMBRAK,SUNDRMBRAK.NS,1996
Sundram Fasteners Limited,SUNDRMFAST,SUNDRMFAST.NS,2000
Sundrop Brands Limited,SUNDROP,SUNDROP.NS,2002
Sunflag Iron And Steel Company Limited,SUNFLAG,SUNFLAG.NS,2005
Sun Pharmaceutical Industries Limited,SUNPHARMA,SUNPHARMA.NS,1995
Sunteck Realty Limited,SUNTECK,SUNTECK.NS,2009
Sun TV Network Limited,SUNTV,SUNTV.NS,2006
Superhouse Limited,SUPERHOUSE,SUPERHOUSE.NS,2014
Super Spinning Mills Limited,SUPERSPIN,SUPERSPIN.NS,2004
Suprajit Engineering Limited,SUPRAJIT,SUPRAJIT.NS,2005
Supreme Holdings & Hospitality (India) Limited,SUPREME,SUPREME.NS,2025
Supreme Engineering Limited,SUPREMEENG,SUPREMEENG.NS,2020
Supreme Industries Limited,SUPREMEIND,SUPREMEIND.NS,1995
Supreme Infrastructure India Limited,SUPREMEINF,SUPREMEINF.NS,2007
Supriya Lifescience Limited,SUPRIYA,SUPRIYA.NS,2021
Suraj Estate Developers Limited,SURAJEST,SURAJEST.NS,2023
Suraj Limited,SURAJLTD,SURAJLTD.NS,2024
Suraksha Diagnostic Limited,SURAKSHA,SURAKSHA.NS,2024
Surana Solar Limited,SURANASOL,SURANASOL.NS,2011
Surana Telecom and Power Limited,SURANAT&P,SURANAT&P.NS,2002
Suryalakshmi Cotton Mills Limited,SURYALAXMI,SURYALAXMI.NS,2005
Surya Roshni Limited,SURYAROSNI,SURYAROSNI.NS,1995
Suryoday Small Finance Bank Limited,SURYODAY,SURYODAY.NS,2021
Sutlej Textiles and Industries Limited,SUTLEJTEX,SUTLEJTEX.NS,2006
Suven Life Sciences Limited,SUVEN,SUVEN.NS,2003
Suvidhaa Infoserve Limited,SUVIDHAA,SUVIDHAA.NS,2021
Suyog Telematics Limited,SUYOG,SUYOG.NS,2024
Suzlon Energy Limited,SUZLON,SUZLON.NS,2005
Shree Vasu Logistics Limited,SVLL,SVLL.NS,2023
SVP GLOBAL TEXTILES LIMITED,SVPGLOB,SVPGLOB.NS,2021
SWAN CORP LIMITED,SWANCORP,SWANCORP.NS,2012
Swaraj Engines Limited,SWARAJENG,SWARAJENG.NS,1995
Swelect Energy Systems Limited,SWELECTES,SWELECTES.NS,2006
Swiggy Limited,SWIGGY,SWIGGY.NS,2024
Sterling and Wilson Renewable Energy Limited,SWSOLAR,SWSOLAR.NS,2019
Symphony Limited,SYMPHONY,SYMPHONY.NS,2011
Syncom Formulations (India) Limited,SYNCOMF,SYNCOMF.NS,2022
Syngene International Limited,SYNGENE,SYNGENE.NS,2015
Syrma SGS Technology Limited,SYRMA,SYRMA.NS,2022
Systematix Corporate Services Limited,SYSTMTXC,SYSTMTXC.NS,2025
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,TAINWALCHM.NS,1995
Taj GVK Hotels & Resorts Limited,TAJGVK,TAJGVK.NS,2000
Take Solutions Limited,TAKE,TAKE.NS,2007
Talbros Automotive Components Limited,TALBROAUTO,TALBROAUTO.NS,2006
Tanla Platforms Limited,TANLA,TANLA.NS,2007
Tara Chand InfraLogistic Solutions Limited,TARACHAND,TARACHAND.NS,2024
Tarapur Transformers Limited,TARAPUR,TARAPUR.NS,2010
TARC Limited,TARC,TARC.NS,2020
Transformers And Rectifiers (India) Limited,TARIL,TARIL.NS,2007
Tarmat Limited,TARMAT,TARMAT.NS,2007
Tarsons Products Limited,TARSONS,TARSONS.NS,2021
Tasty Bite Eatables Limited,TASTYBITE,TASTYBITE.NS,2017
Tata Capital Limited,TATACAP,TATACAP.NS,2025
Tata Chemicals Limited,TATACHEM,TATACHEM.NS,1999
Tata Communications Limited,TATACOMM,TATACOMM.NS,1995
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,TATACONSUM.NS,1998
Tata Elxsi Limited,TATAELXSI,TATAELXSI.NS,2003
Tata Investment Corporation Limited,TATAINVEST,TATAINVEST.NS,1998
Tata Power Company Limited,TATAPOWER,TATAPOWER.NS,1996
Tata Steel Limited,TATASTEEL,TATASTEEL.NS,1998
Tata Technologies Limited,TATATECH,TATATECH.NS,2023
Tatva Chintan Pharma Chem Limited,TATVA,TATVA.NS,2021
TBO Tek Limited,TBOTEK,TBOTEK.NS,2024
Tribhovandas Bhimji Zaveri Limited,TBZ,TBZ.NS,2012
Transport Corporation of India Limited,TCI,TCI.NS,2002
TCI Express Limited,TCIEXP,TCIEXP.NS,2016
TCI Finance Limited,TCIFINANCE,TCIFINANCE.NS,1997
TCPL Packaging Limited,TCPLPACK,TCPLPACK.NS,2017
Tata Consultancy Services Limited,TCS,TCS.NS,2004
TD Power Systems Limited,TDPOWERSYS,TDPOWERSYS.NS,2011
Team India Guaranty Limited,TEAMGTY,TEAMGTY.NS,2002
Teamlease Services Limited,TEAMLEASE,TEAMLEASE.NS,2016
Tech Mahindra Limited,TECHM,TECHM.NS,2006
Techno Electric & Engineering Company Limited,TECHNOE,TECHNOE.NS,2018
TECIL Chemicals and Hydro Power Limited,TECILCHEM,TECILCHEM.NS,1995
Tega Industries Limited,TEGA,TEGA.NS,2021
Tejas Networks Limited,TEJASNET,TEJASNET.NS,2017
Tembo Global Industries Limited,TEMBO,TEMBO.NS,2021
Tenneco Clean Air India Limited,TENNIND,TENNIND.NS,2025
Tera Software Limited,TERASOFT,TERASOFT.NS,2016
Texmaco Infrastructure & Holdings Limited,TEXINFRA,TEXINFRA.NS,2004
Texmo Pipes and Products Limited,TEXMOPIPES,TEXMOPIPES.NS,2010
Texmaco Rail & Engineering Limited,TEXRAIL,TEXRAIL.NS,2011
Tourism Finance Corporation of India Limited,TFCILTD,TFCILTD.NS,2000
Transwarranty Finance Limited,TFL,TFL.NS,2007
TGB Banquets And Hotels Limited,TGBHOTELS,TGBHOTELS.NS,2007
Thangamayil Jewellery Limited,THANGAMAYL,THANGAMAYL.NS,2010
The Investment Trust Of India Limited,THEINVEST,THEINVEST.NS,2017
Thejo Engineering Limited,THEJO,THEJO.NS,2023
Leela Palaces Hotels & Resorts Limited,THELEELA,THELEELA.NS,2025
Themis Medicare Limited,THEMISMED,THEMISMED.NS,2007
Thermax Limited,THERMAX,THERMAX.NS,1995
Thomas Cook  (India)  Limited,THOMASCOOK,THOMASCOOK.NS,2000
Thomas Scott (India) Limited,THOMASCOTT,THOMASCOTT.NS,2012
Thyrocare Technologies Limited,THYROCARE,THYROCARE.NS,2016
Tilaknagar Industries Limited,TI,TI.NS,2010
Twamev Construction and Infrastructure Limited,TICL,TICL.NS,2023
Tiger Logistics (India) Limited,TIGERLOGS,TIGERLOGS.NS,2025
Technocraft Industries (India) Limited,TIIL,TIIL.NS,2007
Tube Investments of India Limited,TIINDIA,TIINDIA.NS,2017
Tijaria Polypipes Limited,TIJARIA,TIJARIA.NS,2011
TIL Limited,TIL,TIL.NS,1995
Time Technoplast Limited,TIMETECHNO,TIMETECHNO.NS,2007
Timken India Limited,TIMKEN,TIMKEN.NS,2007
Tinna Rubber and Infrastructure Limited,TINNARUBR,TINNARUBR.NS,2025
Tips Films Limited,TIPSFILMS,TIPSFILMS.NS,2022
Tips Music Limited,TIPSMUSIC,TIPSMUSIC.NS,2000
Thirumalai Chemicals Limited,TIRUMALCHM,TIRUMALCHM.NS,2003
Tirupati Forge Limited,TIRUPATIFL,TIRUPATIFL.NS,2020
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,TITAGARH.NS,2008
Titan Company Limited,TITAN,TITAN.NS,2004
Tamilnad Mercantile Bank Limited,TMB,TMB.NS,2022
Tata Motors Limited,TMCV,TMCV.NS,2025
Tata Motors Passenger Vehicles Limited,TMPV,TMPV.NS,1998
Tamilnadu PetroProducts Limited,TNPETRO,TNPETRO.NS,1999
Tamil Nadu Newsprint & Papers Limited,TNPL,TNPL.NS,1996
Tamilnadu Telecommunication Limited,TNTELE,TNTELE.NS,2003
Tokyo Plast International Limited,TOKYOPLAST,TOKYOPLAST.NS,1995
Tolins Tyres Limited,TOLINS,TOLINS.NS,2024
Torrent Pharmaceuticals Limited,TORNTPHARM,TORNTPHARM.NS,2002
Torrent Power Limited,TORNTPOWER,TORNTPOWER.NS,2006
Total Transport Systems Limited,TOTAL,TOTAL.NS,2020
Touchwood Entertainment Limited,TOUCHWOOD,TOUCHWOOD.NS,2020
Teamo Productions HQ Limited,TPHQ,TPHQ.NS,2009
TPL Plastech Limited,TPLPLASTEH,TPLPLASTEH.NS,2015
Tracxn Technologies Limited,TRACXN,TRACXN.NS,2022
Transrail Lighting Limited,TRANSRAILL,TRANSRAILL.NS,2024
TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD,TRANSWORLD.NS,1995
Travel Food Services Limited,TRAVELFOOD,TRAVELFOOD.NS,2025
Tree House Education & Accessories Limited,TREEHOUSE,TREEHOUSE.NS,2011
TREJHARA SOLUTIONS LIMITED,TREJHARA,TREJHARA.NS,2018
Transindia Real Estate Limited,TREL,TREL.NS,2023
Trent Limited,TRENT,TRENT.NS,2004
TRF Limited,TRF,TRF.NS,2010
Trident Limited,TRIDENT,TRIDENT.NS,2001
Trigyn Technologies Limited,TRIGYN,TRIGYN.NS,1998
Triveni Turbine Limited,TRITURBINE,TRITURBINE.NS,2011
Triveni Engineering & Industries Limited,TRIVENI,TRIVENI.NS,2005
TruCap Finance Limited,TRU,TRU.NS,2023
TruAlt Bioenergy Limited,TRUALT,TRUALT.NS,2025
TSF INVESTMENTS LIMITED,TSFINV,TSFINV.NS,2018
TTK Healthcare Limited,TTKHLTCARE,TTKHLTCARE.NS,2015
TTK Prestige Limited,TTKPRESTIG,TTKPRESTIG.NS,1999
T T Limited,TTL,TTL.NS,2007
Tata Teleservices (Maharashtra) Limited,TTML,TTML.NS,2000
TVS Electronics Limited,TVSELECT,TVSELECT.NS,2003
TVS Holdings Limited,TVSHLTD,TVSHLTD.NS,2012
TVS Motor Company Limited,TVSMOTOR,TVSMOTOR.NS,2000
TVS Supply Chain Solutions Limited,TVSSCS,TVSSCS.NS,2023
TVS Srichakra Limited,TVSSRICHAK,TVSSRICHAK.NS,2007
TV Today Network Limited,TVTODAY,TVTODAY.NS,2004
TV Vision Limited,TVVISION,TVVISION.NS,2016
United Breweries Limited,UBL,UBL.NS,2008
UCAL LIMITED,UCAL,UCAL.NS,1995
UCO Bank,UCOBANK,UCOBANK.NS,2003
Updater Services Limited,UDS,UDS.NS,2023
United Foodbrands Limited,UFBL,UFBL.NS,2021
UFLEX Limited,UFLEX,UFLEX.NS,1995
UFO Moviez India Limited,UFO,UFO.NS,2015
The Ugar Sugar Works Limited,UGARSUGAR,UGARSUGAR.NS,2010
Ugro Capital Limited,UGROCAP,UGROCAP.NS,2021
Ujjivan Small Finance Bank Limited,UJJIVANSFB,UJJIVANSFB.NS,2019
UltraTech Cement Limited,ULTRACEMCO,ULTRACEMCO.NS,2004
Uma Exports Limited,UMAEXPORTS,UMAEXPORTS.NS,2022
Usha Martin Education & Solutions Limited,UMESLTD,UMESLTD.NS,2010
UMIYA BUILDCON LIMITED,UMIYA-MRO,UMIYA-MRO.NS,2000
Unichem Laboratories Limited,UNICHEMLAB,UNICHEMLAB.NS,2001
United Drilling Tools Limited,UNIDT,UNIDT.NS,2020
Unicommerce Esolutions Limited,UNIECOM,UNIECOM.NS,2024
Uniphos Enterprises Limited,UNIENTER,UNIENTER.NS,2004
Uniinfo Telecom Services Limited,UNIINFO,UNIINFO.NS,2022
Unimech Aerospace and Manufacturing Limited,UNIMECH,UNIMECH.NS,2024
Union Bank of India,UNIONBANK,UNIONBANK.NS,2002
Uniparts India Limited,UNIPARTS,UNIPARTS.NS,2022
United Spirits Limited,UNITDSPR,UNITDSPR.NS,2001
Unitech Limited,UNITECH,UNITECH.NS,1999
United Polyfab Gujarat Limited,UNITEDPOLY,UNITEDPOLY.NS,2021
The United Nilgiri Tea Estates Company Limited,UNITEDTEA,UNITEDTEA.NS,2015
Univastu India Limited,UNIVASTU,UNIVASTU.NS,2020
Universal Cables Limited,UNIVCABLES,UNIVCABLES.NS,1995
Universus Photo Imagings Limited,UNIVPHOTO,UNIVPHOTO.NS,2020
UNO Minda Limited,UNOMINDA,UNOMINDA.NS,2007
UPL Limited,UPL,UPL.NS,2004
